"fips","county_name","state_postal","region","election_date","racetype","tvotes","clinton","obama","edwards","margin","winner","POP05_SQMI","popUnder30_00","pop65up_00","presVote04","kerry04","Bush04","pres04margin","pres04winner","pop06","pop00","hisp06","white06","black06","indian06","asian06","hawaii06","mixed06","pct_less_30k","pct_more_100k","pct_hs_grad","pct_labor_force","pct_homeowner","unempFeb07","unempFeb08","unempChg","pctUnins00","subForPctHomes","poverty05","median_hhi05","Catholic","So.Bapt.Conv","Un.Methodist","E.L.C.A.","Construction","Manufacturing","FinancialActivities","GoodsProducing","ServiceProviding"
13267,"Tattnall","GA","S","2/5/08","Primary",1268,614,594,31,"-0.015772871","clinton","47.3","37.9","11.2","6463.0","0.276496983","0.720563206","0.444066223","bush","23492.0","22325.0","2730.0","13621.0","6892.0","26.0","89.0","4.0","130.0","0.5199","0.044057232","0.6631","0.4873","0.7047","5.5","6.5","1.0","20.9","0.0","26.2",30441,"0.00390047074647","0.235149069715","0.0652320107599","0.0","5.37254902","2.833333333","6.058823529","26.17647059","73.82352941"
13269,"Taylor","GA","S","2/5/08","Primary",920,330,555,22,"0.244565217","obama","23.8","29.6","13.3","3381.0","0.431233363","0.565513162","0.134279799","bush","8792.0","8823.0","186.0","5015.0","3487.0","9.0","40.0","0.0","55.0","0.5833","0.04029304","0.6357","0.4961","0.7681","5.4","6.2","0.8","19.3","0.0","28.2",27118,"0.0","0.229722064663","0.0920022688599","0.0","5.594210966","12.19037016","3.701642082","25.18786529","74.81213471"
13271,"Telfair","GA","S","2/5/08","Primary",1082,484,551,24,"0.061922366","obama","25.0","32.7","14.9","3775.0","0.421192053","0.575099338","0.153907285","bush","13268.0","11804.0","343.0","7312.0","5514.0","6.0","41.0","0.0","52.0","0.5659","0.046976632","0.6356","0.4681","0.7829","5.8","7.3","1.5","21.9","0.0","26.3",27554,"0.00873325419705","0.22850602001","0.115821604206","0.0","0.0","0.0","3.137016798","39.15199352","60.84800648"
13273,"Terrell","GA","S","2/5/08","Primary",1298,372,876,27,"0.388289676","obama","31.7","28.2","13.0","3824.0","0.510198745","0.486140167","-0.024058577","kerry","10657.0","10974.0","157.0","3925.0","6427.0","27.0","53.0","3.0","65.0","0.5373","0.050263885","0.6449","0.559","0.6629","4.9","5.8","0.9","22.4","0.0","29.3",28152,"0.00583409298086","0.162169553327","0.0677301731996","0.0","2.986811482","28.00620636","7.02094647","35.06594259","64.93405741"
13275,"Thomas","GA","S","2/5/08","Primary",3860,1265,2437,111,"0.303626943","obama","79.1","28.5","13.7","15707.0","0.381804291","0.614948749","0.233144458","bush","45135.0","42843.0","835.0","26933.0","16675.0","123.0","208.0","14.0","347.0","0.4815","0.060042932","0.7354","0.5936","0.6996","3.8","4.7","0.9","18.1","0.1","18.9",33563,"0.00255048318787","0.315511149589","0.0646746379016","0.0","3.956230414","17.16848174","4.655712727","24.87317555","75.12682445"
13277,"Tift","GA","S","2/5/08","Primary",2580,1164,1300,92,"0.052713178","obama","144.3","32.5","11.7","12529.0","0.308404502","0.687924016","0.379519515","bush","41685.0","38437.0","4378.0","25095.0","11309.0","73.0","570.0","8.0","252.0","0.4505","0.073648697","0.6794","0.6346","0.6725","5.1","6.3","1.2","20.2","0.0","21.5",34013,"0.0109355065483","0.31861379436","0.0879266800323","0.0","5.306009159","16.11000601","4.519591063","25.44062543","74.55937457"
13279,"Toombs","GA","S","2/5/08","Primary",1712,805,833,46,"0.01635514","obama","69.7","29.8","12.2","8814.0","0.291241207","0.702972544","0.411731337","bush","27623.0","26126.0","3078.0","17601.0","6591.0","48.0","167.0","0.0","138.0","0.5376","0.052786221","0.6733","0.6004","0.6551","4.8","5.7","0.9","23.2","0.0","27.4",25254,"0.0258948095293","0.292400352937","0.107684044961","0.0","6.494181889","21.52701034","3.08457388","33.38425535","66.61574465"
13281,"Towns","GA","S","2/5/08","Primary",1119,718,311,77,"-0.363717605","clinton","60.8","23.7","25.9","5280.0","0.270833333","0.72405303","0.453219697","bush","10525.0","9373.0","199.0","10160.0","62.0","14.0","53.0","0.0","37.0","0.4677","0.071161049","0.7505","0.4831","0.8522","3.4","4.9","1.5","12.2","0.0","12.1",35861,"0.0","0.362163322245","0.0743642021676","0.0","7.529096714","6.787516737","7.518796992","15.15089093","84.84910907"
13283,"Treutlen","GA","S","2/5/08","Primary",703,286,376,30,"0.12802276","obama","33.2","32.0","13.2","2758.0","0.381435823","0.613125453","0.23168963","bush","6852.0","6882.0","107.0","4510.0","2157.0","4.0","37.0","0.0","37.0","0.5621","0.03371227","0.6184","0.4794","0.7491","5.5","6.7","1.2","21.0","0.0","28.9",26393,"0.000875401225562","0.261161365626","0.0713451998833","0.0","7.223796034","13.17280453","5.193578848","24.40982059","75.59017941"
13285,"Troup","GA","S","2/5/08","Primary",5766,2014,3552,150,"0.266736039","obama","140.8","30.1","12.6","21927.0","0.347972819","0.646828111","0.298855293","bush","63245.0","58936.0","1476.0","39997.0","20632.0","100.0","542.0","11.0","487.0","0.4272","0.079708162","0.7298","0.6361","0.6447","5.9","6.7","0.8","15.3","0.3","16.7",37149,"0.0211980469215","0.302863267493","0.107912689906","0.00404906514231","6.050625416","24.37643402","4.955221671","30.73791725","69.26208275"
13287,"Turner","GA","S","2/5/08","Primary",805,329,425,35,"0.119254658","obama","32.3","29.8","12.9","2964.0","0.382928475","0.612348178","0.229419703","bush","9322.0","9513.0","317.0","5157.0","3761.0","21.0","35.0","0.0","31.0","0.5614","0.047246377","0.6765","0.6105","0.7141","7.6","9.3","1.7","23.9","7.5","28.3",27137,"0.0","0.458964646465","0.0892255892256","0.0","2.327679538","18.91014074","5.719956694","23.67376398","76.32623602"
13289,"Twiggs","GA","S","2/5/08","Primary",1634,497,1054,40,"0.340881273","obama","28.8","30.5","11.3","4365.0","0.508591065","0.483848797","-0.024742268","kerry","10184.0","10593.0","133.0","5847.0","4100.0","22.0","23.0","3.0","56.0","0.4711","0.054182009","0.6316","0.5756","0.8267","6.2","6.5","0.3","17.3","0.27","20.1",33743,"0.00151085930123","0.239943342776","0.037582625118","0.0","9.506885829","4.620168814","0.0","53.75388716","46.24611284"
13291,"Union","GA","S","2/5/08","Primary",2482,1483,740,207,"-0.299355359","clinton","60.3","23.4","21.6","9228.0","0.252167317","0.741980928","0.489813611","bush","20652.0","17422.0","221.0","19990.0","210.0","44.0","51.0","9.0","127.0","0.4663","0.052264808","0.7419","0.5208","0.8229","3.7","5.0","1.3","14.0","0.0","14.8",34349,"0.0552374342067","0.39088437735","0.0657065185956","0.0","9.528359839","6.245307488","4.07480718","17.85543649","82.14456351"
13293,"Upson","GA","S","2/5/08","Primary",2657,999,1540,73,"0.203613097","obama","85.9","28.8","14.9","10091.0","0.339312258","0.657417501","0.318105242","bush","27676.0","27636.0","498.0","19138.0","7643.0","66.0","159.0","6.0","166.0","0.4807","0.046781994","0.6667","0.5838","0.6991","6.7","7.8","1.1","14.8","0.0","18.3",32116,"0.00782693771062","0.427474000797","0.0659854331993","0.0","3.673537234","26.48492908","4.931294326","30.64605496","69.35394504"
13295,"Walker","GA","S","2/5/08","Primary",4694,3306,1118,219,"-0.466126971","clinton","140.2","29.6","13.8","21453.0","0.279028574","0.715051508","0.436022934","bush","64606.0","61135.0","759.0","60214.0","2559.0","188.0","295.0","13.0","578.0","0.4567","0.039478129","0.6684","0.6072","0.7702","4.3","8.2","3.9","12.5","0.17","14.9",35761,"0.0","0.340458290338","0.0470247162302","0.0","5.939365968","47.83511697","3.882654974","54.10621052","45.89378948"
13297,"Walton","GA","S","2/5/08","Primary",5228,2298,2774,109,"0.091048202","obama","234.1","32.5","9.6","27624.0","0.213111787","0.781711555","0.568599768","bush","79388.0","61625.0","2155.0","64157.0","11463.0","159.0","731.0","10.0","713.0","0.3061","0.10705402","0.7349","0.673","0.7654","5.3","5.6","0.3","11.6","0.22","11.3",51647,"0.0123749732233","0.20432712113","0.0494834148994","0.0","18.67","12.018","4.214","32.06","67.94"
13299,"Ware","GA","S","2/5/08","Primary",2272,969,1166,89,"0.086707746","obama","38.6","29.8","15.4","11281.0","0.305735307","0.690541619","0.384806311","bush","35748.0","35453.0","983.0","24314.0","9951.0","71.0","196.0","11.0","222.0","0.5183","0.038062027","0.7032","0.5344","0.7029","5.3","5.6","0.3","18.9","0.1","21.5",30047,"0.019333201815","0.303722909562","0.102640701181","0.0","6.623613646","11.33511161","4.304366138","19.57321353","80.42678647"
13301,"Warren","GA","S","2/5/08","Primary",846,252,563,17,"0.367612293","obama","20.6","26.8","16.1","2489.0","0.546404178","0.450381679","-0.096022499","kerry","5949.0","6300.0","63.0","2418.0","3413.0","11.0","18.0","0.0","26.0","0.5418","0.037052285","0.5708","0.529","0.7684","8.8","7.4","-1.4","19.1","0.0","24.4",29507,"0.0","0.243529040404","0.130839646465","0.0","4.486743712","37.83140721","2.753229096","52.88919103","47.11080897"
13303,"Washington","GA","S","2/5/08","Primary",2646,762,1733,66,"0.36696901","obama","29.9","30.7","12.6","7847.0","0.475723206","0.520071365","0.044348159","bush","20723.0","21170.0","160.0","9464.0","10898.0","37.0","64.0","2.0","98.0","0.5011","0.061029708","0.6828","0.5367","0.7406","5.3","6.2","0.9","17.5","0.0","22.5",31894,"0.00330562901398","0.237958065735","0.0872213826974","0.0","6.486742424","9.913589015","3.545217803","26.16003788","73.83996212"
13305,"Wayne","GA","S","2/5/08","Primary",1979,1117,721,111,"-0.200101061","clinton","43.3","31.5","11.4","9555.0","0.280795395","0.713657771","0.432862376","bush","28895.0","26619.0","1255.0","21590.0","5594.0","69.0","152.0","6.0","229.0","0.4557","0.063543004","0.7014","0.5248","0.7646","5.2","6.2","1.0","18.5","0.0","19.6",35426,"0.0344438170525","0.339506869942","0.0624882364013","0.0","10.26611914","26.59591488","4.058450216","40.84582156","59.15417844"
13307,"Webster","GA","S","2/5/08","Primary",457,136,280,14,"0.315098468","obama","11.0","28.4","14.8","1008.0","0.510912698","0.481150794","-0.029761905","kerry","2252.0","2383.0","94.0","1093.0","1049.0","2.0","2.0","0.0","12.0","0.5288","0.036996736","0.6127","0.5766","0.8145","6.0","5.0","-1.0","18.4","0.0","21.1",29990,"0.0","0.456066945607","0.0836820083682","0.0","0.0","0.0","0.0","77.7300086","22.2699914"
13309,"Wheeler","GA","S","2/5/08","Primary",464,188,254,9,"0.142241379","obama","22.0","34.3","12.7","2049.0","0.413372377","0.581747194","0.168374817","bush","6908.0","6174.0","334.0","4154.0","2364.0","7.0","7.0","0.0","42.0","0.5959","0.043026706","0.6786","0.4409","0.7737","4.3","5.8","1.5","23.3","0.0","30.9",25946,"0.00712089334844","0.295678912445","0.0933808059557","0.0","0.0","0.0","3.985386915","20.09299236","79.90700764"
13311,"White","GA","S","2/5/08","Primary",1791,1042,626,103,"-0.232272473","clinton","98.7","29.5","14.6","9498.0","0.212255212","0.779427248","0.567172036","bush","24738.0","20128.0","563.0","23066.0","591.0","86.0","169.0","18.0","245.0","0.3966","0.048382924","0.7597","0.629","0.7929","3.7","4.6","0.9","15.6","0.0","13.3",37923,"0.0313377456879","0.185820296831","0.0858904933815","0.00576614520658","12.66168269","12.4836834","4.865313872","29.28681619","70.71318381"
13313,"Whitfield","GA","S","2/5/08","Primary",5264,3428,1636,148,"-0.340425532","clinton","313.1","33.6","10.3","26378.0","0.262832664","0.7315566","0.468723937","bush","92999.0","84144.0","27205.0","60367.0","3283.0","200.0","1186.0","40.0","718.0","0.3713","0.088890403","0.6299","0.6517","0.6759","4.2","6.2","2.0","17.9","0.14","12.9",41203,"0.055683926968","0.270326249626","0.0701107452858","0.00221490571685","2.306873506","40.51395699","1.991612427","43.32978519","56.67021481"
13315,"Wilcox","GA","S","2/5/08","Primary",590,260,287,24,"0.045762712","obama","21.7","32.2","13.5","2619.0","0.344406262","0.651011837","0.306605575","bush","8712.0","8569.0","134.0","5361.0","3157.0","9.0","16.0","1.0","34.0","0.5357","0.051226551","0.6817","0.4559","0.7986","5.3","7.0","1.7","19.5","0.0","29.2",23848,"0.00536318059928","0.4487583071","0.0510668065757","0.0","5.811623246","4.458917836","10.62124248","14.52905812","85.47094188"
13317,"Wilkes","GA","S","2/5/08","Primary",1323,429,843,23,"0.31292517","obama","22.0","27.4","17.1","4544.0","0.446302817","0.547975352","0.101672535","bush","10468.0","10677.0","274.0","5604.0","4434.0","22.0","39.0","4.0","91.0","0.5303","0.040759611","0.6497","0.5633","0.7552","7.0","7.6","0.6","16.3","0.0","18.9",29915,"0.0154393187985","0.315804248152","0.0717694395059","0.0","6.02994178","25.99112836","5.239811478","37.63515387","62.36484613"
13319,"Wilkinson","GA","S","2/5/08","Primary",1503,389,1061,32,"0.447105788","obama","23.0","29.4","13.1","4514.0","0.495126274","0.500886132","0.005759858","bush","9995.0","10230.0","192.0","5787.0","3905.0","21.0","15.0","0.0","75.0","0.4627","0.032232909","0.7043","0.5714","0.8226","5.3","6.5","1.2","16.5","0.5","21.1",32156,"0.00205479452055","0.26771037182","0.0874755381605","0.0","10.86378272","10.47179056","2.449951001","64.55270895","35.44729105"
13321,"Worth","GA","S","2/5/08","Primary",1718,797,825,71,"0.016298021","obama","37.4","27.9","12.0","7353.0","0.301781586","0.694274446","0.39249286","bush","21938.0","21966.0","280.0","15072.0","6329.0","82.0","59.0","2.0","114.0","0.4608","0.053661538","0.6831","0.6139","0.7619","5.4","6.2","0.8","17.0","0.02","19.6",34136,"0.00546273956389","0.329175581554","0.0507124322848","0.0","7.002391709","11.42705288","6.643635397","26.48153069","73.51846931"
16001,"Ada","ID","W","2/5/08","Caucus",8290,932,7137,48,"0.748492159","obama","325.8","34.5","9.1","155030.0","0.377494678","0.610468941","0.232974263","bush","359035.0","303104.0","21568.0","318903.0","3017.0","2536.0","6854.0","569.0","5588.0","0.2962","0.119777772","0.9079","0.7194","0.7066","2.7","3.1","0.4","12.0","0.17","9.4",51343,"0.122926248903","0.00980379124239","0.0196939887805","0.0101660330205","9.218895614","11.17124942","6.61020783","20.97228631","79.02771369"
16003,"Adams","ID","W","2/5/08","Caucus",86,22,64,0,"0.488372093","obama","2.7","18.7","16.1","2063.0","0.269025691","0.71158507","0.44255938","bush","3485.0","3467.0","101.0","3281.0","2.0","53.0","8.0","11.0","29.0","0.5287","0.035664336","0.8083","0.5493","0.7903","8.6","9.5","0.9","18.8","0.0","14.2",38028,"0.0805523590334","0.0","0.0221518987342","0.0","17.74430566","1.800146951","4.22483468","31.70462895","68.29537105"
16005,"Bannock","ID","W","2/5/08","Caucus",1444,309,986,40,"0.468836565","obama","67.1","34.6","10.1","34844.0","0.370307657","0.616433245","0.246125588","bush","78443.0","75597.0","4324.0","69492.0","473.0","2026.0","967.0","137.0","1024.0","0.4059","0.071985008","0.8755","0.6753","0.7063","3.6","3.4","-0.2","16.6","0.09","16.5",37641,"0.0566532124661","0.0134718454311","0.00995169721432","0.00514788592602","8.133392575","10.47961098","6.616558057","19.12026066","80.87973934"
16007,"Bear Lake","ID","W","2/5/08","Caucus",31,13,18,0,"0.161290323","obama","6.6","22.3","15.6","3040.0","0.1625","0.824342105","0.661842105","bush","6167.0","6426.0","194.0","5895.0","12.0","32.0","3.0","3.0","28.0","0.4535","0.020273248","0.8546","0.578","0.8318","3.2","3.0","-0.2","17.5","0.0","12.6",38277,"0.0109187334269","0.0","0.0","0.0","6.897581368","4.896984174","5.25530009","13.16810988","86.83189012"
16009,"Benewah","ID","W","2/5/08","Caucus",65,17,41,3,"0.369230769","obama","11.9","24.5","14.2","4050.0","0.28345679","0.697037037","0.413580247","bush","9347.0","9196.0","198.0","8190.0","18.0","775.0","13.0","5.0","148.0","0.4754","0.03940749","0.7984","0.5749","0.7838","7.8","8.5","0.7","17.0","0.7","14.9",35274,"0.145022353069","0.0382728164868","0.0","0.0226801875477","7.034297243","25.55480834","1.909885676","48.32548756","51.67451244"
16011,"Bingham","ID","W","2/5/08","Caucus",177,46,129,0,"0.468926554","obama","20.2","27.9","10.3","16565.0","0.217627528","0.768729248","0.55110172","bush","44051.0","41814.0","6326.0","34414.0","81.0","2499.0","246.0","31.0","454.0","0.3905","0.053189092","0.8057","0.6555","0.7936","3.6","3.3","-0.3","21.1","0.8","14.7",40771,"0.0756199832275","0.00412124116449","0.00951239966455","0.00517551216006","10.9470305","18.91726251","3.137312126","44.24923391","55.75076609"
16013,"Blaine","ID","W","2/5/08","Caucus",1197,178,984,7,"0.673350042","obama","8.0","30.6","7.8","10147.0","0.590519365","0.397555928","-0.192963437","kerry","21501.0","19128.0","3619.0","17413.0","18.0","52.0","189.0","11.0","199.0","0.2782","0.18280263","0.9022","0.7544","0.6871","3.0","2.9","-0.1","13.6","0.0","7.1",55431,"0.0995208256543","0.0","0.0","0.0","20.04168027","3.620659352","6.023551862","25.38981093","74.61018907"
16015,"Boise","ID","W","2/5/08","Caucus",78,14,59,0,"0.576923077","obama","4.2","22.3","11.0","3527.0","0.275021265","0.709101219","0.434079955","bush","7641.0","6746.0","295.0","7115.0","9.0","67.0","22.0","4.0","129.0","0.3877","0.082055215","0.8634","0.6588","0.8326","4.2","5.1","0.9","16.8","0.05","11.7",42459,"0.0335832083958","0.0","0.0","0.0271364317841","14.61267606","4.753521127","2.34741784","25.96830986","74.03169014"
16017,"Bonner","ID","W","2/5/08","Caucus",590,102,453,13,"0.594915254","obama","19.5","23.2","13.1","17684.0","0.375989595","0.604897082","0.228907487","bush","41275.0","37031.0","927.0","39174.0","55.0","349.0","164.0","15.0","591.0","0.455","0.049051491","0.8559","0.5965","0.7785","5.2","6.0","0.8","16.8","0.0","14.4",36731,"0.0640423510248","0.00518528573368","0.00971901723904","0.0216098819058","12.08494208","18.03346203","4.694980695","33.43629344","66.56370656"
16019,"Bonneville","ID","W","2/5/08","Caucus",944,201,739,0,"0.569915254","obama","47.5","29.1","10.2","38871.0","0.214967456","0.773018446","0.558050989","bush","94630.0","82902.0","8139.0","83721.0","434.0","537.0","721.0","51.0","1027.0","0.3481","0.08872034","0.878","0.6769","0.7469","3.1","2.7","-0.4","15.8","0.12","11.7",45673,"0.113666658588","0.020370325489","0.0149535881341","0.00876130001697","10.38876838","6.186515973","4.740140715","18.1097068","81.8902932"
16021,"Boundary","ID","W","2/5/08","Caucus",145,36,106,0,"0.482758621","obama","7.8","23.3","13.4","4379.0","0.289563827","0.687828271","0.398264444","bush","10831.0","9927.0","402.0","10038.0","10.0","224.0","56.0","7.0","94.0","0.4819","0.033225284","0.8001","0.5888","0.7837","8.3","8.3","0.0","20.2","0.0","14.0",34282,"0.0425488805592","0.0552122378685","0.0301894438253","0.047208996049","13.89772449","11.47540984","3.388793736","43.05113775","56.94886225"
16023,"Butte","ID","W","2/5/08","Caucus",37,10,26,0,"0.432432432","obama","1.3","22.4","14.9","1406.0","0.228307255","0.766002845","0.53769559","bush","2781.0","2899.0","160.0","2543.0","10.0","16.0","8.0","0.0","44.0","0.4936","0.044198895","0.8259","0.5978","0.7713","5.4","2.4","-3.0","20.2","0.0","17.3",31828,"0.0193170058641","0.0","0.0","0.0","0.069049553","0.280259951","0.584890333","0.844841592","99.15515841"
16025,"Camas","ID","W","2/5/08","Caucus",11,4,7,0,"0.272727273","obama","1.1","26.0","13.0","595.0","0.233613445","0.756302521","0.522689076","bush","1088.0","981.0","72.0","975.0","1.0","10.0","2.0","0.0","28.0","0.4221","0.060301508","0.8844","0.6658","0.7778","2.2","4.5","2.3","18.4","0.0","8.7",39233,"0.0141271442987","0.0","0.0","0.0","7.929969104","0.926879506","0.0","28.9392379","71.0607621"
16027,"Canyon","ID","W","2/5/08","Caucus",1636,347,1248,1,"0.550733496","obama","271.0","32.3","11.0","55698.0","0.240852454","0.746867033","0.506014579","bush","173302.0","133113.0","35527.0","131845.0","773.0","1322.0","1236.0","234.0","2365.0","0.4024","0.050149784","0.7602","0.6663","0.7333","3.9","4.5","0.6","18.8","0.4","15.8",40785,"0.107333328261","0.00851332537032","0.00998166477735","0.00479302500742","11.92040351","19.5065333","3.829233167","37.91092084","62.08907916"
16029,"Caribou","ID","W","2/5/08","Caucus",23,6,17,0,"0.47826087","obama","3.9","25.0","13.6","3281.0","0.149649497","0.839073453","0.689423956","bush","6996.0","7309.0","263.0","6646.0","3.0","20.0","17.0","10.0","37.0","0.3914","0.055751865","0.8659","0.5893","0.7953","4.4","3.3","-1.1","15.6","25.6","11.1",42289,"0.0575027382256","0.00698247535597","0.0","0.0","0.0","0.0","6.202913109","55.39929684","44.60070316"
16031,"Cassia","ID","W","2/5/08","Caucus",73,25,48,0,"0.315068493","obama","8.5","26.5","12.7","7821.0","0.147423603","0.839023143","0.69159954","bush","21365.0","21413.0","4630.0","16312.0","23.0","149.0","88.0","7.0","156.0","0.4488","0.042768711","0.7695","0.627","0.7259","4.1","3.7","-0.4","24.2","0.0","15.7",36495,"0.130743369443","0.0352073216287","0.0176036608143","0.0","5.828269907","13.78717621","3.793572114","39.44675408","60.55324592"
16033,"Clark","ID","W","2/5/08","Caucus",6,0,6,0,"1.0","obama","0.6","28.0","9.2","353.0","0.130311615","0.855524079","0.725212465","bush","920.0","1027.0","360.0","540.0","2.0","10.0","2.0","1.0","5.0","0.4572","0.008849558","0.6397","0.6616","0.6824","4.8","3.9","-0.9","27.2","0.0","19.9",32687,"0.013698630137","0.0","0.0","0.0","0.0","0.0","3.411860276","71.89277011","28.10722989"
16035,"Clearwater","ID","W","2/5/08","Caucus",84,27,57,0,"0.357142857","obama","3.7","24.1","15.6","4034.0","0.276896381","0.703767972","0.426871591","bush","8324.0","8895.0","177.0","7732.0","19.0","189.0","38.0","5.0","164.0","0.4608","0.029907085","0.8013","0.5173","0.7792","10.5","9.7","-0.8","16.1","0.0","15.5",35828,"0.0525195968645","0.0690929451288","0.0337066069429","0.0248600223964","10.16042781","10.22524712","2.803435424","36.89839572","63.10160428"
16037,"Custer","ID","W","2/5/08","Caucus",50,8,42,0,"0.68","obama","0.9","22.1","14.5","2358.0","0.23706531","0.747243427","0.510178117","bush","4180.0","4340.0","194.0","3908.0","0.0","27.0","2.0","1.0","48.0","0.466","0.035673839","0.8446","0.6192","0.7469","6.0","5.7","-0.3","19.7","0.0","14.0",35166,"0.016121602948","0.0","0.0","0.0","6.471306471","0.659340659","4.029304029","34.55433455","65.44566545"
16039,"Elmore","ID","W","2/5/08","Caucus",217,40,170,5,"0.599078341","obama","9.6","42.9","7.1","8061.0","0.243021958","0.74568912","0.502667163","bush","28114.0","29090.0","3674.0","22234.0","790.0","229.0","569.0","54.0","564.0","0.4044","0.039797713","0.8718","0.6116","0.5739","4.8","4.7","-0.1","19.7","0.5","13.7",40144,"0.117782354961","0.0497082046001","0.00360453141092","0.00889117748026","8.437226228","6.961385538","5.849450772","26.32926747","73.67073253"
16041,"Franklin","ID","W","2/5/08","Caucus",54,20,34,0,"0.259259259","obama","18.0","27.0","11.7","5054.0","0.090225564","0.895726157","0.805500594","bush","12494.0","11365.0","851.0","11493.0","11.0","46.0","24.0","5.0","64.0","0.3444","0.04846573","0.8824","0.682","0.8078","2.7","2.5","-0.2","19.8","0.52","10.0",38436,"0.00617883308324","0.0","0.0","0.0","13.38319754","8.841992787","5.062107653","33.01722987","66.98277013"
16043,"Fremont","ID","W","2/5/08","Caucus",60,13,47,0,"0.566666667","obama","6.5","26.9","12.4","5769.0","0.128445138","0.860634425","0.732189288","bush","12369.0","11793.0","1582.0","10540.0","14.0","79.0","53.0","6.0","95.0","0.4299","0.038026721","0.804","0.6318","0.8427","4.5","4.0","-0.5","24.2","0.0","16.3",36470,"0.110161604197","0.00668415263559","0.0116761147305","0.0","19.75269499","1.886493342","5.596068484","34.02029169","65.97970831"
16045,"Gem","ID","W","2/5/08","Caucus",262,59,200,0,"0.538167939","obama","28.9","25.7","15.6","7134.0","0.228202972","0.759181385","0.530978413","bush","16558.0","15218.0","1227.0","14921.0","13.0","113.0","85.0","14.0","185.0","0.426","0.05045208","0.7937","0.5898","0.7985","4.6","5.3","0.7","18.0","0.1","14.2",36711,"0.0378104209209","0.0117251827943","0.0117251827943","0.0","16.99388067","6.170321265","4.462009179","29.70423253","70.29576747"
16047,"Gooding","ID","W","2/5/08","Caucus",66,15,48,1,"0.5","obama","20.5","26.9","15.4","5325.0","0.24","0.746103286","0.506103286","bush","14404.0","14203.0","3096.0","11002.0","7.0","98.0","33.0","7.0","161.0","0.4632","0.039865798","0.7258","0.6124","0.7243","3.2","3.3","0.1","22.8","0.0","14.3",35718,"0.0682444365948","0.0154009184034","0.0367361356411","0.0","6.310832025","14.1978022","2.266875981","59.92464678","40.07535322"
16049,"Idaho County","ID","W","2/5/08","Caucus",167,43,121,0,"0.467065868","obama","1.8","21.4","17.0","7970.0","0.211919699","0.754956085","0.543036386","bush","15762.0","15474.0","294.0","14620.0","16.0","542.0","60.0","5.0","225.0","0.5088","0.026441123","0.829","0.5384","0.7704","7.1","6.7","-0.4","16.8","0.0","16.5",32380,"0.179872348656","0.0255947392173","0.014505834569","0.0","10.99691675","13.89330094","5.073343922","32.78520041","67.21479959"
16051,"Jefferson","ID","W","2/5/08","Caucus",106,29,62,0,"0.311320755","obama","19.0","27.5","9.3","8906.0","0.121715697","0.864922524","0.743206827","bush","22350.0","19231.0","2150.0","19821.0","28.0","106.0","55.0","13.0","177.0","0.3816","0.054228097","0.8438","0.6649","0.847","3.7","3.2","-0.5","21.6","0.06","10.8",42571,"0.00803967632472","0.0","0.0","0.0","19.22241958","19.12374186","3.15110848","54.29248076","45.70751924"
16053,"Jerome","ID","W","2/5/08","Caucus",113,47,62,0,"0.132743363","obama","32.1","28.5","12.3","6580.0","0.204255319","0.786778116","0.582522796","bush","20130.0","18448.0","5071.0","14639.0","26.0","142.0","70.0","9.0","173.0","0.4224","0.047944118","0.7507","0.6515","0.6997","3.9","3.7","-0.2","23.3","0.0","13.9",37304,"0.190818885618","0.0","0.00806891287755","0.0","5.622644741","15.95580678","2.894826996","48.11579308","51.88420692"
16055,"Kootenai","ID","W","2/5/08","Caucus",1256,241,1015,0,"0.616242038","obama","95.7","28.8","12.3","54603.0","0.322033588","0.662472758","0.34043917","bush","131507.0","109550.0","4136.0","122782.0","356.0","1547.0","738.0","116.0","1832.0","0.3754","0.066191397","0.873","0.6589","0.7452","4.8","5.0","0.2","14.9","0.24","11.8",38976,"0.115682936928","0.0112619036666","0.0115839352257","0.01765653034","13.09091396","9.512927395","6.145371202","23.99643475","76.00356525"
16057,"Latah","ID","W","2/5/08","Caucus",1152,178,920,12,"0.644097222","obama","33.3","45.1","9.5","17553.0","0.480259785","0.494844186","0.014584402","bush","35029.0","34861.0","1053.0","31758.0","301.0","296.0","990.0","55.0","576.0","0.4628","0.059251321","0.9098","0.6515","0.5866","3.0","3.2","0.2","15.1","0.0","16.9",36781,"0.0781451266638","0.0131386861314","0.0157148990983","0.0352082438815","7.837755413","4.761360171","5.634339738","16.87252211","83.12747789"
16059,"Lemhi","ID","W","2/5/08","Caucus",115,30,73,0,"0.373913043","obama","1.8","20.3","16.8","4055.0","0.225647349","0.759309494","0.533662145","bush","7930.0","7746.0","252.0","7491.0","10.0","59.0","18.0","3.0","97.0","0.4963","0.046511628","0.8254","0.57","0.7606","7.5","6.4","-1.1","21.6","0.0","14.8",32590,"0.0739174993595","0.0416346400205","0.0239559313349","0.0","10.47227926","6.175959564","3.99620913","18.52787869","81.47212131"
16061,"Lewis","ID","W","2/5/08","Caucus",17,10,7,0,"-0.176470588","clinton","7.7","20.8","18.5","1820.0","0.241758242","0.746703297","0.504945055","bush","3756.0","3746.0","128.0","3374.0","14.0","165.0","23.0","4.0","48.0","0.4751","0.033844189","0.8421","0.5623","0.7445","4.1","3.2","-0.9","16.6","0.0","13.7",34721,"0.157993061116","0.0341606618628","0.0125433680278","0.0531091539899","6.054421769","14.25170068","5.136054422","33.26530612","66.73469388"
