"ID","Address","Latitude","Longitude","DateOfSale","SalePrice","SalePriceUnit","IsAStudio","Beds","Baths","Size","SizeUnit","LotSize","LotSizeUnit","BuiltInYear"
15100149,"806 39th Ave, San Francisco, CA",37773556,-122499019,"11/20/15","1.05","$M",False,"","1.0","1375.0","sqft","2374.0","sqft","1926.0"
15100309,"801 42nd Ave, San Francisco, CA",37773449,-122502803,"12/18/15","1.46","$M",False,"3.0","3.0","2730.0","sqft","2250.0","sqft","1923.0"
15100665,"855 La Playa St APT 360, San Francisco, CA",37772199,-122510375,"1/20/16","750000.0","$",False,"2.0","2.0","1193.0","sqft","","","1982.0"
15100990,"4220 Irving St, San Francisco, CA",37762654,-122503312,"1/21/16","1.15","$M",False,"3.0","2.0","1675.0","sqft","2495.0","sqft","1950.0"
15101068,"1223 41st Ave, San Francisco, CA",37763885,-122501124,"11/25/15","1.1","$M",False,"3.0","2.0","1771.0","sqft","2996.0","sqft","1938.0"
15101712,"1216 28th Ave, San Francisco, CA",37764647,-122486547,"11/18/15","2.02","$M",False,"5.0","2.5","2666.0","sqft","4791.0","sqft","1924.0"
15101817,"1246 25th Ave, San Francisco, CA",37764260,-122483293,"12/31/15","1.16","$M",False,"2.0","2.0","1760.0","sqft","3000.0","sqft","1940.0"
15101927,"1271 21st Ave, San Francisco, CA",37764011,-122479634,"1/4/16","1.85","$M",True,"","","3170.0","sqft","3001.0","sqft","1983.0"
15101998,"1259 18th Ave, San Francisco, CA",37764358,-122476436,"11/24/15","1.5","$M",False,"3.0","3.0","2236.0","sqft","3049.0","sqft","1924.0"
15102413,"1251 2nd Ave, San Francisco, CA",37765164,-122459097,"12/17/15","1.6","$M",False,"","3.0","4480.0","sqft","2108.0","sqft","1908.0"
15102663,"1337-1339 8TH Ave, San Francisco, CA",37763311,-122465518,"12/15/15","780000.0","$",False,"","3.0","1800.0","sqft","2996.0","sqft","1912.0"
15102698,"1310 10th Ave, San Francisco, CA",37763697,-122467077,"11/24/15","1.83","$M",False,"3.0","3.0","1880.0","sqft","2374.0","sqft","1908.0"
15102704,"1351 10th Ave, San Francisco, CA",37763010,-122467642,"11/13/15","1.67","$M",False,"2.0","1.0","1152.0","sqft","2996.0","sqft","1940.0"
15102806,"1300 Funston Ave, San Francisco, CA",37763717,-122470365,"12/11/15","1.15","$M",False,"","2.0","1050.0","sqft","1438.0","sqft","1941.0"
15102829,"1387 14th Ave, San Francisco, CA",37762208,-122471851,"1/4/16","1.66","$M",False,"4.0","2.0","1926.0","sqft","2495.0","sqft","1931.0"
15103364,"1383 29th Ave, San Francisco, CA",37761563,-122488023,"12/17/15","1.18","$M",False,"4.0","2.0","1475.0","sqft","2500.0","sqft","1941.0"
15103435,"1343 31st Ave, San Francisco, CA",37762152,-122490254,"12/18/15","1.25","$M",False,"3.0","2.0","1886.0","sqft","3000.0","sqft","1934.0"
15103440,"1363 31st Ave, San Francisco, CA",37761810,-122490230,"11/10/15","1.13","$M",False,"3.0","2.0","1822.0","sqft","3000.0","sqft","1940.0"
15103467,"1300-1302 32ND Ave, San Francisco, CA",37762778,-122490867,"11/11/15","1.13","$M",False,"","","1680.0","sqft","2375.0","sqft","1944.0"
15103472,"3015-3017 Irving St, San Francisco, CA",37762731,-122490325,"12/2/15","1.04","$M",False,"","2.0","2300.0","sqft","2495.0","sqft","1948.0"
15103550,"1394-1396 34TH Ave, San Francisco, CA",37761142,-122492858,"12/18/15","1.24","$M",False,"","2.0","2024.0","sqft","1437.0","sqft","1946.0"
15103602,"1394-1396 35TH Ave, San Francisco, CA",37761121,-122493960,"12/8/15","1.08","$M",False,"","2.0","1700.0","sqft","1738.0","sqft","1944.0"
15104164,"1440 La Playa St, San Francisco, CA",37759503,-122508756,"12/18/15","1.3","$M",False,"3.0","2.0","1313.0","sqft","2996.0","sqft","1900.0"
15104379,"1466 44th Ave, San Francisco, CA",37759294,-122503370,"11/20/15","892000.0","$",False,"2.0","1.0","1130.0","sqft","3049.0","sqft","1926.0"
15104496,"1422 42nd Ave, San Francisco, CA",37760143,-122501274,"11/20/15","1.22","$M",False,"3.0","1.0","1325.0","sqft","2996.0","sqft","1951.0"
15104676,"1475 37th Ave, San Francisco, CA",37759458,-122496532,"12/7/15","1.14","$M",False,"2.0","1.5","1713.0","sqft","3049.0","sqft","1937.0"
15104925,"1459 31st Ave, San Francisco, CA",37760017,-122490103,"11/18/15","1.29","$M",False,"4.0","2.0","2281.0","sqft","3001.0","sqft","1937.0"
15105121,"2338 Kirkham St, San Francisco, CA",37759673,-122486164,"11/25/15","900000.0","$",False,"2.0","2.5","1305.0","sqft","2613.0","sqft","1946.0"
15105664,"1444 17th Ave # 101, San Francisco, CA",37760979,-122474469,"2/8/16","1.6","$M",False,"3.0","3.0","1902.0","sqft","","","1996.0"
15106658,"1527 18th Ave, San Francisco, CA",37759314,-122476084,"12/4/15","1.48","$M",False,"4.0","3.5","2125.0","sqft","2996.0","sqft","1930.0"
15106778,"1555 21st Ave, San Francisco, CA",37758688,-122479261,"12/17/15","1.1","$M",False,"2.0","2.0","1204.0","sqft","3049.0","sqft","1926.0"
15107313,"1551 32nd Ave, San Francisco, CA",37758242,-122491054,"12/15/15","312500.0","$",False,"2.0","1.0","1300.0","sqft","2996.0","sqft","1937.0"
15107396,"1518 34th Ave, San Francisco, CA",37758722,-122492580,"12/9/15","1.35","$M",False,"3.0","3.0","1375.0","sqft","3049.0","sqft","1935.0"
15107419,"1573 34th Ave, San Francisco, CA",37757766,-122493171,"11/19/15","1.62","$M",False,"3.0","2.0","2400.0","sqft","3300.0","sqft","1933.0"
15107430,"1578 35th Ave, San Francisco, CA",37757673,-122493580,"12/4/15","675000.0","$",False,"","2.0","2301.0","sqft","3267.0","sqft","1932.0"
15107765,"1587 43rd Ave, San Francisco, CA",37757107,-122502756,"12/29/15","994000.0","$",False,"3.0","4.0","2165.0","sqft","2374.0","sqft","1936.0"
15107784,"1534 44th Ave, San Francisco, CA",37757978,-122503277,"11/13/15","1.28","$M",False,"3.0","3.0","1325.0","sqft","3000.0","sqft","1936.0"
15107837,"1526 45th Ave, San Francisco, CA",37758060,-122504358,"12/14/15","925000.0","$",False,"2.0","2.0","1350.0","sqft","3000.0","sqft","1916.0"
15108109,"4116-4118 Moraga St, San Francisco, CA",37755014,-122507015,"12/30/15","655000.0","$",False,"4.0","","1460.0","sqft","3049.0","sqft","1910.0"
15108159,"4036 Moraga St, San Francisco, CA",37755048,-122506217,"12/30/15","750000.0","$",False,"2.0","1.0","850.0","sqft","2495.0","sqft","1941.0"
15108650,"1618 38th Ave, San Francisco, CA",37756672,-122496738,"12/3/15","1.2","$M",False,"3.0","1.0","1775.0","sqft","3001.0","sqft","1941.0"
15108727,"1667 34th Ave, San Francisco, CA",37756010,-122493047,"12/24/15","1.05","$M",False,"2.0","1.0","1350.0","sqft","3049.0","sqft","1940.0"
15108819,"2601 Lawton St, San Francisco, CA",37757201,-122490916,"12/18/15","1.25","$M",False,"3.0","1.0","1450.0","sqft","2178.0","sqft","1942.0"
15108913,"1626 32nd Ave, San Francisco, CA",37756819,-122490297,"1/4/16","1.43","$M",False,"4.0","3.0","2100.0","sqft","3001.0","sqft","1935.0"
15109011,"1630 30th Ave, San Francisco, CA",37756845,-122488146,"12/30/15","1.01","$M",False,"","1.0","1300.0","sqft","2996.0","sqft","1945.0"
15109410,"1622 21st Ave, San Francisco, CA",37757408,-122478512,"12/22/15","851000.0","$",False,"2.0","1.0","1275.0","sqft","3049.0","sqft","1936.0"
15110595,"1727 34th Ave, San Francisco, CA",37754831,-122492968,"11/23/15","1.33","$M",False,"3.0","2.0","1845.0","sqft","3001.0","sqft","1940.0"
15110823,"1727 29th Ave, San Francisco, CA",37755068,-122487595,"12/23/15","1.88","$M",False,"4.0","3.5","2580.0","sqft","3001.0","sqft","1939.0"
15111172,"1750 23rd Ave, San Francisco, CA",37754969,-122480493,"12/15/15","1.16","$M",False,"3.0","3.0","2028.0","sqft","3000.0","sqft","1949.0"
15111486,"1700 14th Ave, San Francisco, CA",37756259,-122470752,"12/18/15","760000.0","$",False,"3.0","3.0","1756.0","sqft","2078.0","sqft","1978.0"
15111533,"1732-1734 Funston Ave, San Francisco, CA",37755857,-122469707,"12/2/15","1.65","$M",False,"","2.0","2524.0","sqft","2996.0","sqft","1954.0"
15111559,"1755 11th Ave, San Francisco, CA",37755442,-122468189,"12/2/15","1.0","$M",False,"2.0","1.5","1250.0","sqft","3000.0","sqft","1924.0"
15111575,"1706 12th Ave, San Francisco, CA",37756240,-122468725,"12/16/15","1.5","$M",False,"4.0","2.0","1861.0","sqft","2021.0","sqft","1938.0"
15111695,"124 Noriega St, San Francisco, CA",37754991,-122465119,"12/10/15","1.26","$M",False,"3.0","2.0","1484.0","sqft","2500.0","sqft","1941.0"
15111963,"870 Pacheco St, San Francisco, CA",37754014,-122469527,"12/10/15","1.58","$M",False,"3.0","4.0","1983.0","sqft","3798.0","sqft","1940.0"
15112556,"1819 26th Ave, San Francisco, CA",37753480,-122484273,"1/14/16","1.0","$M",False,"2.0","1.0","1175.0","sqft","2996.0","sqft","1939.0"
15112775,"1863 30th Ave, San Francisco, CA",37752537,-122488501,"12/8/15","76000.0","$",False,"2.0","1.0","1319.0","sqft","2996.0","sqft","1939.0"
15112892,"1863 32nd Ave, San Francisco, CA",37752439,-122490647,"12/2/15","1.1","$M",False,"2.0","2.0","1150.0","sqft","3049.0","sqft","1941.0"
15113076,"2845 Noriega St, San Francisco, CA",37753250,-122494457,"12/22/15","1.23","$M",False,"3.0","2.5","2180.0","sqft","2931.0","sqft","1947.0"
15113584,"1858 47th Ave, San Francisco, CA",37751825,-122506072,"12/21/15","895000.0","$",False,"3.0","2.0","1135.0","sqft","3000.0","sqft","1958.0"
15114102,"1922 42nd Ave, San Francisco, CA",37750815,-122500625,"12/10/15","2.88","$M",False,"2.0","1.0","1076.0","sqft","3000.0","sqft","1952.0"
15114562,"1937 23rd Ave, San Francisco, CA",37751431,-122480904,"12/23/15","1.4","$M",False,"3.0","3.0","1900.0","sqft","3001.0","sqft","1941.0"
15114643,"1962 23rd Ave, San Francisco, CA",37751021,-122480217,"12/22/15","800000.0","$",False,"","1.0","1500.0","sqft","2996.0","sqft","1940.0"
15115459,"2076 14th Ave, San Francisco, CA",37749428,-122470497,"12/17/15","1.28","$M",False,"2.0","1.0","1374.0","sqft","3484.0","sqft","1941.0"
15116499,"2047 44th Ave, San Francisco, CA",37748414,-122503266,"11/30/15","1.0","$M",False,"2.0","1.0","1214.0","sqft","2996.0","sqft","1946.0"
15116598,"2007 46th Ave, San Francisco, CA",37749009,-122505371,"12/22/15","905000.0","$",False,"3.0","2.0","1300.0","sqft","1742.0","sqft","1940.0"
15117639,"2195 28th Ave, San Francisco, CA",37746487,-122485890,"12/23/15","1.35","$M",False,"4.0","3.0","2260.0","sqft","2375.0","sqft","1939.0"
15117892,"2178 22nd Ave, San Francisco, CA",37747074,-122478867,"12/18/15","1.44","$M",False,"3.0","3.0","1518.0","sqft","2996.0","sqft","1928.0"
15118458,"2279 47th Ave, San Francisco, CA",37743999,-122506182,"11/20/15","1.03","$M",False,"4.0","3.0","2570.0","sqft","2996.0","sqft","1900.0"
15118633,"2287 43rd Ave, San Francisco, CA",37744054,-122501820,"12/23/15","968000.0","$",False,"3.0","2.0","1331.0","sqft","2060.0","sqft","1941.0"
15118743,"2294 42nd Ave, San Francisco, CA",37743988,-122500211,"12/15/15","1.06","$M",False,"3.0","2.0","1650.0","sqft","2060.0","sqft","1946.0"
15119410,"2223 27th Ave, San Francisco, CA",37745903,-122484820,"12/1/15","1.6","$M",False,"3.0","2.0","2378.0","sqft","3001.0","sqft","1940.0"
15119582,"2283 24th Ave, San Francisco, CA",37745018,-122481490,"12/24/15","1.62","$M",False,"5.0","4.0","2415.0","sqft","2374.0","sqft","1931.0"
15120387,"2339 20th Ave, San Francisco, CA",37744092,-122477170,"12/9/15","1.1","$M",False,"3.0","2.0","1425.0","sqft","3000.0","sqft","1924.0"
15120436,"2375-2377 21ST Ave, San Francisco, CA",37743429,-122478198,"11/16/15","1.41","$M",True,"","","3250.0","sqft","3049.0","sqft","1939.0"
15120641,"2340 29th Ave, San Francisco, CA",37743660,-122486153,"11/13/15","1.19","$M",False,"4.0","2.0","1805.0","sqft","3484.0","sqft","1927.0"
15120712,"2343 30th Ave, San Francisco, CA",37743553,-122487877,"12/11/15","981500.0","$",False,"2.0","1.0","1340.0","sqft","3049.0","sqft","1938.0"
15121139,"2339 41st Ave, San Francisco, CA",37743033,-122499663,"12/16/15","1.2","$M",False,"","3.0","2250.0","sqft","2996.0","sqft","1967.0"
15121430,"2394-2396 48TH Ave, San Francisco, CA",37741834,-122506557,"12/31/15","1.1","$M",False,"","2.0","2300.0","sqft","1438.0","sqft","1949.0"
15121661,"2471 43rd Ave, San Francisco, CA",37740591,-122501641,"11/30/15","905000.0","$",False,"2.0","1.0","1275.0","sqft","3000.0","sqft","1940.0"
15122750,"2466 18th Ave, San Francisco, CA",37741870,-122474209,"11/25/15","1.02","$M",False,"2.0","1.0","1150.0","sqft","2996.0","sqft","1923.0"
15123111,"2563 16th Ave, San Francisco, CA",37740144,-122472598,"12/30/15","1.5","$M",False,"3.0","2.0","1625.0","sqft","3049.0","sqft","1927.0"
15123561,"2555 28th Ave, San Francisco, CA",37739715,-122485461,"12/22/15","1.01","$M",False,"4.0","2.0","1360.0","sqft","3049.0","sqft","1910.0"
15123597,"2745 Ulloa St, San Francisco, CA",37740517,-122485872,"11/30/15","1.18","$M",False,"4.0","2.5","1303.0","sqft","2195.0","sqft","1974.0"
15123671,"2579 30th Ave, San Francisco, CA",37739209,-122487574,"12/1/15","650000.0","$",False,"","2.0","1475.0","sqft","3000.0","sqft","1955.0"
15124103,"2514 40th Ave, San Francisco, CA",37739858,-122497704,"11/20/15","1.02","$M",False,"3.0","2.0","1490.0","sqft","3049.0","sqft","1945.0"
15124281,"2559 44th Ave, San Francisco, CA",37738891,-122502597,"12/18/15","625000.0","$",False,"2.0","1.0","1214.0","sqft","3000.0","sqft","1945.0"
15124521,"27 Cutler Ave, San Francisco, CA",37736824,-122505856,"1/28/16","1.32","$M",False,"4.0","3.0","1622.0","sqft","2495.0","sqft","1949.0"
15124522,"2646-2648 Great Hwy, San Francisco, CA",37737392,-122506065,"12/4/15","1.67","$M",False,"4.0","2.0","2550.0","sqft","2674.0","sqft","1948.0"
15124563,"2670 47th Ave, San Francisco, CA",37736702,-122505008,"1/15/16","1.07","$M",False,"4.0","3.0","1546.0","sqft","3049.0","sqft","1944.0"
15124603,"2627 45th Ave, San Francisco, CA",37737526,-122503577,"1/5/16","1.16","$M",False,"3.0","2.0","1400.0","sqft","2996.0","sqft","1937.0"
15124706,"2647 43rd Ave, San Francisco, CA",37737279,-122501408,"12/7/15","1.05","$M",False,"3.0","2.0","1232.0","sqft","2996.0","sqft","1948.0"
15125268,"2623 22nd Ave, San Francisco, CA",37738682,-122478940,"11/10/15","1.19","$M",False,"2.0","1.0","1000.0","sqft","","","1938.0"
15125578,"2651 15th Ave, San Francisco, CA",37738534,-122471369,"12/3/15","1.5","$M",False,"2.0","2.0","2057.0","sqft","3188.0","sqft","1948.0"
15125727,"496 Crestlake Dr, San Francisco, CA",37735772,-122489950,"12/30/15","1.6","$M",False,"4.0","4.0","3085.0","sqft","7426.0","sqft","1931.0"
15125969,"2771 38th Ave, San Francisco, CA",37735233,-122495898,"12/15/15","1.18","$M",False,"3.0","2.0","1655.0","sqft","3001.0","sqft","1948.0"
15125990,"2754 39th Ave, San Francisco, CA",37735490,-122496329,"12/9/15","985000.0","$",False,"3.0","2.0","1350.0","sqft","3000.0","sqft","1948.0"
15126467,"130 Vale Ave, San Francisco, CA",37734905,-122483854,"12/15/15","1.11","$M",False,"3.0","1.5","1272.0","sqft","4199.0","sqft","1939.0"
15126767,"355 Buena Vista Ave E UNIT 506, San Francisco, CA",37767292,-122439918,"11/13/15","915000.0","$",False,"1.0","1.0","815.0","sqft","","","1986.0"
15127090,"262 Castro St, San Francisco, CA",37764602,-122435716,"11/20/15","1.7","$M",False,"2.0","2.0","848.0","sqft","3358.0","sqft","1906.0"
15127170,"1554 Masonic Ave, San Francisco, CA",37765936,-122443759,"12/11/15","1.86","$M",False,"3.0","2.0","1540.0","sqft","3123.0","sqft","1910.0"
15127261,"38 Levant St, San Francisco, CA",37764521,-122442597,"12/11/15","1.59","$M",False,"2.0","1.5","1090.0","sqft","3123.0","sqft","1938.0"
15127373,"4 Ord Ct, San Francisco, CA",37763598,-122439848,"12/18/15","1.52","$M",False,"2.0","2.0","1170.0","sqft","1232.0","sqft","1900.0"
15127442,"300 Castro St, San Francisco, CA",37763918,-122435614,"1/22/16","2.4","$M",False,"4.0","3.0","2451.0","sqft","4691.0","sqft","1900.0"
15128468,"3092 Market St, San Francisco, CA",37761083,-122443454,"12/10/15","1.88","$M",False,"3.0","3.0","2115.0","sqft","1742.0","sqft","2003.0"
15128696,"49 Christopher Dr, San Francisco, CA",37756492,-122456012,"12/22/15","1.24","$M",False,"3.0","2.0","1402.0","sqft","3088.0","sqft","1961.0"
15128931,"39 Warren Dr, San Francisco, CA",37754501,-122456405,"11/12/15","16500.0","$",False,"3.0","3.0","1265.0","sqft","3301.0","sqft","1959.0"
15129033,"547 Oak Park Dr, San Francisco, CA",37756130,-122460657,"12/30/15","1.67","$M",False,"2.0","2.0","1245.0","sqft","3624.0","sqft","1962.0"
15129224,"152 Eureka St, San Francisco, CA",37759797,-122438496,"11/20/15","2.4","$M",False,"4.0","2.0","2280.0","sqft","3049.0","sqft","1932.0"
15129565,"83 Seward St, San Francisco, CA",37758694,-122440807,"12/23/15","2.1","$M",False,"3.0","2.0","2650.0","sqft","2613.0","sqft","1929.0"
15129685,"53 Clarendon Ave, San Francisco, CA",37758639,-122449963,"1/24/16","3.14","$M",False,"4.0","3.0","3016.0","sqft","4656.0","sqft","1920.0"
15129888,"3358-3360 Market St, San Francisco, CA",37757699,-122443641,"11/12/15","1.95","$M",False,"","3.0","3025.0","sqft","5488.0","sqft","1906.0"
15130317,"350 Eureka St, San Francisco, CA",37756462,-122438189,"12/22/15","2.4","$M",False,"4.0","2.0","1720.0","sqft","3250.0","sqft","1910.0"
15130377,"4142 21st St, San Francisco, CA",37756134,-122437506,"12/16/15","1.05","$M",False,"3.0","3.0","2682.0","sqft","2438.0","sqft","1908.0"
15130492,"4354 21st St, San Francisco, CA",37755507,-122439791,"12/16/15","647500.0","$",False,"3.0","2.0","1553.0","sqft","2478.0","sqft","1925.0"
15130589,"264 Grand View Ave, San Francisco, CA",37754001,-122441489,"1/21/16","1.19","$M",False,"1.0","1.0","590.0","sqft","2613.0","sqft","1907.0"
15130980,"4217 22nd St, San Francisco, CA",37754011,-122439170,"12/1/15","1.8","$M",False,"2.0","2.0","1913.0","sqft","1742.0","sqft","1908.0"
15131186,"616 Panorama Dr, San Francisco, CA",37754174,-122451479,"12/9/15","1.3","$M",False,"4.0","2.0","1931.0","sqft","3998.0","sqft","1957.0"
15131253,"333 Dellbrook Ave, San Francisco, CA",37752037,-122452846,"11/19/15","1.15","$M",False,"2.0","1.0","1054.0","sqft","4412.0","sqft","1957.0"
15131271,"681 Panorama Dr, San Francisco, CA",37753465,-122452131,"11/23/15","1.2","$M",False,"3.0","2.0","1237.0","sqft","3049.0","sqft","1957.0"
15131525,"688-690 Douglass St, San Francisco, CA",37752805,-122438922,"11/10/15","3.15","$M",False,"5.0","4.0","3500.0","sqft","2495.0","sqft","1908.0"
15131740,"4365 23rd St, San Francisco, CA",37752297,-122440046,"12/4/15","2.1","$M",False,"3.0","2.0","1567.0","sqft","2835.0","sqft","1939.0"
15131782,"401 Grand View Ave APT 3, San Francisco, CA",37752157,-122442356,"11/18/15","1.03","$M",False,"2.0","2.0","937.0","sqft","","","1983.0"
15131869,"1950 8th Ave, San Francisco, CA",37751815,-122463924,"12/1/15","2.77","$M",False,"4.0","4.0","3673.0","sqft","7775.0","sqft","1925.0"
15131992,"6 Longview Ct, San Francisco, CA",37748307,-122449855,"12/22/15","955000.0","$",False,"2.0","1.0","939.0","sqft","2613.0","sqft","1958.0"
15132481,"48 Dellbrook Ave, San Francisco, CA",37749920,-122454366,"11/16/15","850000.0","$",False,"2.0","1.0","1056.0","sqft","4939.0","sqft","1956.0"
15132690,"256 Glenview Dr, San Francisco, CA",37748056,-122445877,"11/17/15","1.19","$M",False,"3.0","2.0","1213.0","sqft","3249.0","sqft","1958.0"
15132921,"2270 9th Ave, San Francisco, CA",37747082,-122466367,"12/3/15","2.15","$M",False,"4.0","3.5","3548.0","sqft","5699.0","sqft","1935.0"
15133056,"159 Glenview Dr, San Francisco, CA",37748824,-122447752,"12/30/15","760000.0","$",False,"2.0","1.0","833.0","sqft","3001.0","sqft","1951.0"
15133303,"584 Dewey Blvd, San Francisco, CA",37744232,-122463546,"12/24/15","184000.0","$",False,"3.0","2.25","2282.0","sqft","3833.0","sqft","1923.0"
15133321,"365 Magellan Ave, San Francisco, CA",37744952,-122463110,"12/1/15","2.35","$M",False,"5.0","3.5","3094.0","sqft","3920.0","sqft","1926.0"
15133509,"120 Oshaughnessy Blvd, San Francisco, CA",37743896,-122450674,"11/30/15","990000.0","$",False,"3.0","1.0","1300.0","sqft","2639.0","sqft","1952.0"
15133540,"15 Teresita Blvd APT 14, San Francisco, CA",37745036,-122451740,"12/2/15","691000.0","$",False,"2.0","2.0","886.0","sqft","","","1990.0"
15133658,"120 Ulloa St, San Francisco, CA",37744348,-122455305,"2/12/16","1.7","$M",False,"2.0","2.5","2063.0","sqft","3101.0","sqft","1937.0"
15133668,"815 Laguna Honda Blvd, San Francisco, CA",37743955,-122456084,"12/9/15","1.25","$M",False,"2.0","1.5","1791.0","sqft","3345.0","sqft","1935.0"
15133807,"644 Laguna Honda Blvd, San Francisco, CA",37745140,-122457306,"11/25/15","1.57","$M",False,"","2.5","1945.0","sqft","3685.0","sqft","1927.0"
15134099,"521 Magellan Ave, San Francisco, CA",37744034,-122466614,"11/20/15","1.51","$M",False,"2.0","1.0","1216.0","sqft","3920.0","sqft","1920.0"
15134204,"80 Edgehill Way, San Francisco, CA",37742482,-122460233,"11/20/15","2.38","$M",False,"4.0","4.0","3495.0","sqft","5314.0","sqft","1960.0"
15134371,"331 Teresita Blvd, San Francisco, CA",37741738,-122449895,"11/25/15","2.23","$M",False,"2.0","1.0","1645.0","sqft","3750.0","sqft","1931.0"
15134464,"634 Rockdale Dr, San Francisco, CA",37740939,-122450120,"11/20/15","1.01","$M",False,"","1.0","1150.0","sqft","3310.0","sqft","1930.0"
15134585,"132 Marietta Dr, San Francisco, CA",37740617,-122448119,"12/1/15","920000.0","$",False,"2.0","1.0","750.0","sqft","2613.0","sqft","1943.0"
15134804,"571 Myra Way, San Francisco, CA",37738625,-122450835,"11/20/15","1.12","$M",False,"3.0","1.5","1460.0","sqft","2169.0","sqft","1949.0"
15134909,"450 Teresita Blvd, San Francisco, CA",37739963,-122448495,"12/4/15","1.09","$M",False,"2.0","1.0","1464.0","sqft","3920.0","sqft","1939.0"
15134945,"27 Gaviota Way, San Francisco, CA",37739232,-122447580,"12/18/15","1.75","$M",False,"3.0","3.0","2155.0","sqft","2526.0","sqft","1942.0"
15135197,"280 Dalewood Way, San Francisco, CA",37738566,-122458678,"11/30/15","1.27","$M",False,"3.0","2.5","1941.0","sqft","3297.0","sqft","1966.0"
15135298,"251 Kensington Way, San Francisco, CA",37742605,-122461714,"1/6/16","1.6","$M",False,"3.0","1.25","2000.0","sqft","3070.0","sqft","1936.0"
15135411,"52 Marne Ave, San Francisco, CA",37739544,-122459379,"11/20/15","1.3","$M",False,"4.0","2.5","1648.0","sqft","3484.0","sqft","1926.0"
15135625,"15 Santa Clara Ave, San Francisco, CA",37739074,-122465767,"12/16/15","2.0","$M",False,"5.0","2.0","2515.0","sqft","2922.0","sqft","1921.0"
15136211,"656 Teresita Blvd, San Francisco, CA",37736383,-122446101,"11/18/15","1.23","$M",False,"3.0","2.0","1218.0","sqft","2191.0","sqft","1940.0"
15136326,"495 Los Palmos Dr, San Francisco, CA",37734290,-122452633,"12/10/15","1.1","$M",False,"3.0","1.0","1300.0","sqft","2774.0","sqft","1947.0"
15136476,"646 Los Palmos Dr, San Francisco, CA",37735214,-122456586,"12/23/15","1.36","$M",False,"5.0","3.0","2956.0","sqft","3027.0","sqft","1979.0"
15136743,"16 Miraloma Dr, San Francisco, CA",37739831,-122460533,"12/15/15","2.7","$M",False,"6.0","4.0","4883.0","sqft","10454.0","sqft","1928.0"
15137033,"71 Los Palmos Dr, San Francisco, CA",37734774,-122447415,"12/16/15","1.08","$M",False,"3.0","1.5","1278.0","sqft","2178.0","sqft","1955.0"
15137133,"82 Malta Dr, San Francisco, CA",37736196,-122444114,"12/30/15","1.7","$M",False,"","1.0","1881.0","sqft","","","1976.0"
15137303,"22 Fernwood Dr, San Francisco, CA",37734117,-122461758,"11/30/15","1.75","$M",False,"4.0","2.5","2090.0","sqft","4103.0","sqft","1931.0"
15137378,"287 Brentwood Ave, San Francisco, CA",37732494,-122460211,"12/11/15","2.72","$M",False,"4.0","4.5","4544.0","sqft","6098.0","sqft","1927.0"
15137489,"1100 Monterey Blvd, San Francisco, CA",37730397,-122460959,"12/17/15","2.51","$M",False,"4.0","3.5","2562.0","sqft","4700.0","sqft","1930.0"
15137743,"814 Detroit St, San Francisco, CA",37734098,-122444051,"12/2/15","1.31","$M",False,"3.0","2.0","1510.0","sqft","2613.0","sqft","1941.0"
15137757,"147 Stillings Ave, San Francisco, CA",37734342,-122443147,"11/18/15","1.3","$M",False,"3.0","2.0","1700.0","sqft","2500.0","sqft","1942.0"
15137860,"430 Mangels Ave, San Francisco, CA",37733308,-122447346,"12/29/15","1.1","$M",False,"2.0","1.0","1200.0","sqft","2500.0","sqft","1931.0"
15137936,"618 Mangels Ave, San Francisco, CA",37733290,-122451660,"11/18/15","1.42","$M",False,"3.0","3.0","1600.0","sqft","3746.0","sqft","1912.0"
15138245,"154 Yerba Buena Ave, San Francisco, CA",37736032,-122462007,"11/10/15","2.05","$M",False,"2.0","1.5","1700.0","sqft","3963.0","sqft","1922.0"
15138251,"1635 Plymouth Ave, San Francisco, CA",37731667,-122457878,"11/17/15","1.8","$M",False,"4.0","3.0","2754.0","sqft","5301.0","sqft","1925.0"
15138329,"842 Monterey Blvd, San Francisco, CA",37731787,-122454448,"12/7/15","935000.0","$",False,"4.0","1.5","1368.0","sqft","5998.0","sqft","1925.0"
15138442,"587 Mangels Ave, San Francisco, CA",37732860,-122450922,"2/2/16","1.01","$M",False,"3.0","2.0","1190.0","sqft","1742.0","sqft","1936.0"
15138591,"231 Mangels Ave, San Francisco, CA",37732878,-122442869,"11/10/15","1.4","$M",False,"3.0","2.0","1354.0","sqft","2613.0","sqft","1957.0"
15139010,"2 Northwood Dr, San Francisco, CA",37729820,-122456873,"12/23/15","1.8","$M",False,"3.0","2.0","1960.0","sqft","5662.0","sqft","1924.0"
15139435,"322 Flood Ave, San Francisco, CA",37730137,-122447150,"12/24/15","850000.0","$",False,"2.0","1.5","827.0","sqft","2613.0","sqft","1924.0"
15139677,"107 Foerster St, San Francisco, CA",37729273,-122449109,"12/8/15","396500.0","$",False,"4.0","2.0","1453.0","sqft","2250.0","sqft","1922.0"
15139810,"221 Flood Ave, San Francisco, CA",37729648,-122444867,"12/18/15","1.41","$M",False,"9.0","6.0","5000.0","sqft","2809.0","sqft","1900.0"
15139841,"179 Flood Ave, San Francisco, CA",37729648,-122443800,"12/29/15","1.54","$M",False,"4.0","4.0","1900.0","sqft","2809.0","sqft","1924.0"
