"ID","Address","DateOfSale","SalePrice","IsAStudio","Beds","Baths","Size","LotSize","BuiltInYear"
15112556,"1819 26th Ave, San Francisco, CA","1/14/16","1.0","0.0","2.0","1.0","1175.0","2996.0","1939.0"
15112775,"1863 30th Ave, San Francisco, CA","12/8/15","0.076","0.0","2.0","1.0","1319.0","2996.0","1939.0"
15112892,"1863 32nd Ave, San Francisco, CA","12/2/15","1.1","0.0","2.0","2.0","1150.0","3049.0","1941.0"
15113076,"2845 Noriega St, San Francisco, CA","12/22/15","1.23","0.0","3.0","2.5","2180.0","2931.0","1947.0"
15113584,"1858 47th Ave, San Francisco, CA","12/21/15","0.895","0.0","3.0","2.0","1135.0","3000.0","1958.0"
15114102,"1922 42nd Ave, San Francisco, CA","12/10/15","2.88","0.0","2.0","1.0","1076.0","3000.0","1952.0"
15114562,"1937 23rd Ave, San Francisco, CA","12/23/15","1.4","0.0","3.0","3.0","1900.0","3001.0","1941.0"
15114643,"1962 23rd Ave, San Francisco, CA","12/22/15","0.8","0.0","","1.0","1500.0","2996.0","1940.0"
15115459,"2076 14th Ave, San Francisco, CA","12/17/15","1.28","0.0","2.0","1.0","1374.0","3484.0","1941.0"
15116499,"2047 44th Ave, San Francisco, CA","11/30/15","1.0","0.0","2.0","1.0","1214.0","2996.0","1946.0"
15116598,"2007 46th Ave, San Francisco, CA","12/22/15","0.905","0.0","3.0","2.0","1300.0","1742.0","1940.0"
15117639,"2195 28th Ave, San Francisco, CA","12/23/15","1.35","0.0","4.0","3.0","2260.0","2375.0","1939.0"
15117892,"2178 22nd Ave, San Francisco, CA","12/18/15","1.44","0.0","3.0","3.0","1518.0","2996.0","1928.0"
15118458,"2279 47th Ave, San Francisco, CA","11/20/15","1.03","0.0","4.0","3.0","2570.0","2996.0","1900.0"
15118633,"2287 43rd Ave, San Francisco, CA","12/23/15","0.968","0.0","3.0","2.0","1331.0","2060.0","1941.0"
15118743,"2294 42nd Ave, San Francisco, CA","12/15/15","1.06","0.0","3.0","2.0","1650.0","2060.0","1946.0"
15119410,"2223 27th Ave, San Francisco, CA","12/1/15","1.6","0.0","3.0","2.0","2378.0","3001.0","1940.0"
15119582,"2283 24th Ave, San Francisco, CA","12/24/15","1.62","0.0","5.0","4.0","2415.0","2374.0","1931.0"
15120387,"2339 20th Ave, San Francisco, CA","12/9/15","1.1","0.0","3.0","2.0","1425.0","3000.0","1924.0"
15120436,"2375-2377 21ST Ave, San Francisco, CA","11/16/15","1.41","1.0","","","3250.0","3049.0","1939.0"
15120641,"2340 29th Ave, San Francisco, CA","11/13/15","1.19","0.0","4.0","2.0","1805.0","3484.0","1927.0"
15120712,"2343 30th Ave, San Francisco, CA","12/11/15","0.9815","0.0","2.0","1.0","1340.0","3049.0","1938.0"
15121139,"2339 41st Ave, San Francisco, CA","12/16/15","1.2","0.0","","3.0","2250.0","2996.0","1967.0"
15121430,"2394-2396 48TH Ave, San Francisco, CA","12/31/15","1.1","0.0","","2.0","2300.0","1438.0","1949.0"
15121661,"2471 43rd Ave, San Francisco, CA","11/30/15","0.905","0.0","2.0","1.0","1275.0","3000.0","1940.0"
15122750,"2466 18th Ave, San Francisco, CA","11/25/15","1.02","0.0","2.0","1.0","1150.0","2996.0","1923.0"
15123111,"2563 16th Ave, San Francisco, CA","12/30/15","1.5","0.0","3.0","2.0","1625.0","3049.0","1927.0"
15123561,"2555 28th Ave, San Francisco, CA","12/22/15","1.01","0.0","4.0","2.0","1360.0","3049.0","1910.0"
15123597,"2745 Ulloa St, San Francisco, CA","11/30/15","1.18","0.0","4.0","2.5","1303.0","2195.0","1974.0"
15123671,"2579 30th Ave, San Francisco, CA","12/1/15","0.65","0.0","","2.0","1475.0","3000.0","1955.0"
15124103,"2514 40th Ave, San Francisco, CA","11/20/15","1.02","0.0","3.0","2.0","1490.0","3049.0","1945.0"
15124281,"2559 44th Ave, San Francisco, CA","12/18/15","0.625","0.0","2.0","1.0","1214.0","3000.0","1945.0"
15124521,"27 Cutler Ave, San Francisco, CA","1/28/16","1.32","0.0","4.0","3.0","1622.0","2495.0","1949.0"
15124522,"2646-2648 Great Hwy, San Francisco, CA","12/4/15","1.67","0.0","4.0","2.0","2550.0","2674.0","1948.0"
15124563,"2670 47th Ave, San Francisco, CA","1/15/16","1.07","0.0","4.0","3.0","1546.0","3049.0","1944.0"
15124603,"2627 45th Ave, San Francisco, CA","1/5/16","1.16","0.0","3.0","2.0","1400.0","2996.0","1937.0"
15124706,"2647 43rd Ave, San Francisco, CA","12/7/15","1.05","0.0","3.0","2.0","1232.0","2996.0","1948.0"
15125268,"2623 22nd Ave, San Francisco, CA","11/10/15","1.19","0.0","2.0","1.0","1000.0","","1938.0"
15125578,"2651 15th Ave, San Francisco, CA","12/3/15","1.5","0.0","2.0","2.0","2057.0","3188.0","1948.0"
15125727,"496 Crestlake Dr, San Francisco, CA","12/30/15","1.6","0.0","4.0","4.0","3085.0","7426.0","1931.0"
15125969,"2771 38th Ave, San Francisco, CA","12/15/15","1.18","0.0","3.0","2.0","1655.0","3001.0","1948.0"
15125990,"2754 39th Ave, San Francisco, CA","12/9/15","0.985","0.0","3.0","2.0","1350.0","3000.0","1948.0"
15126467,"130 Vale Ave, San Francisco, CA","12/15/15","1.11","0.0","3.0","1.5","1272.0","4199.0","1939.0"
15126767,"355 Buena Vista Ave E UNIT 506, San Francisco, CA","11/13/15","0.915","0.0","1.0","1.0","815.0","","1986.0"
15127090,"262 Castro St, San Francisco, CA","11/20/15","1.7","0.0","2.0","2.0","848.0","3358.0","1906.0"
15127170,"1554 Masonic Ave, San Francisco, CA","12/11/15","1.86","0.0","3.0","2.0","1540.0","3123.0","1910.0"
15127261,"38 Levant St, San Francisco, CA","12/11/15","1.59","0.0","2.0","1.5","1090.0","3123.0","1938.0"
15127373,"4 Ord Ct, San Francisco, CA","12/18/15","1.52","0.0","2.0","2.0","1170.0","1232.0","1900.0"
15127442,"300 Castro St, San Francisco, CA","1/22/16","2.4","0.0","4.0","3.0","2451.0","4691.0","1900.0"
15128468,"3092 Market St, San Francisco, CA","12/10/15","1.88","0.0","3.0","3.0","2115.0","1742.0","2003.0"
15128696,"49 Christopher Dr, San Francisco, CA","12/22/15","1.24","0.0","3.0","2.0","1402.0","3088.0","1961.0"
15128931,"39 Warren Dr, San Francisco, CA","11/12/15","0.0165","0.0","3.0","3.0","1265.0","3301.0","1959.0"
15129033,"547 Oak Park Dr, San Francisco, CA","12/30/15","1.67","0.0","2.0","2.0","1245.0","3624.0","1962.0"
15129224,"152 Eureka St, San Francisco, CA","11/20/15","2.4","0.0","4.0","2.0","2280.0","3049.0","1932.0"
15129565,"83 Seward St, San Francisco, CA","12/23/15","2.1","0.0","3.0","2.0","2650.0","2613.0","1929.0"
15129685,"53 Clarendon Ave, San Francisco, CA","1/24/16","3.14","0.0","4.0","3.0","3016.0","4656.0","1920.0"
15129888,"3358-3360 Market St, San Francisco, CA","11/12/15","1.95","0.0","","3.0","3025.0","5488.0","1906.0"
15130317,"350 Eureka St, San Francisco, CA","12/22/15","2.4","0.0","4.0","2.0","1720.0","3250.0","1910.0"
15130377,"4142 21st St, San Francisco, CA","12/16/15","1.05","0.0","3.0","3.0","2682.0","2438.0","1908.0"
15130492,"4354 21st St, San Francisco, CA","12/16/15","0.6475","0.0","3.0","2.0","1553.0","2478.0","1925.0"
15130589,"264 Grand View Ave, San Francisco, CA","1/21/16","1.19","0.0","1.0","1.0","590.0","2613.0","1907.0"
15130980,"4217 22nd St, San Francisco, CA","12/1/15","1.8","0.0","2.0","2.0","1913.0","1742.0","1908.0"
15131186,"616 Panorama Dr, San Francisco, CA","12/9/15","1.3","0.0","4.0","2.0","1931.0","3998.0","1957.0"
15131253,"333 Dellbrook Ave, San Francisco, CA","11/19/15","1.15","0.0","2.0","1.0","1054.0","4412.0","1957.0"
15131271,"681 Panorama Dr, San Francisco, CA","11/23/15","1.2","0.0","3.0","2.0","1237.0","3049.0","1957.0"
15131525,"688-690 Douglass St, San Francisco, CA","11/10/15","3.15","0.0","5.0","4.0","3500.0","2495.0","1908.0"
15131740,"4365 23rd St, San Francisco, CA","12/4/15","2.1","0.0","3.0","2.0","1567.0","2835.0","1939.0"
15131782,"401 Grand View Ave APT 3, San Francisco, CA","11/18/15","1.03","0.0","2.0","2.0","937.0","","1983.0"
15131869,"1950 8th Ave, San Francisco, CA","12/1/15","2.77","0.0","4.0","4.0","3673.0","7775.0","1925.0"
15131992,"6 Longview Ct, San Francisco, CA","12/22/15","0.955","0.0","2.0","1.0","939.0","2613.0","1958.0"
15132481,"48 Dellbrook Ave, San Francisco, CA","11/16/15","0.85","0.0","2.0","1.0","1056.0","4939.0","1956.0"
15132690,"256 Glenview Dr, San Francisco, CA","11/17/15","1.19","0.0","3.0","2.0","1213.0","3249.0","1958.0"
15132921,"2270 9th Ave, San Francisco, CA","12/3/15","2.15","0.0","4.0","3.5","3548.0","5699.0","1935.0"
15133056,"159 Glenview Dr, San Francisco, CA","12/30/15","0.76","0.0","2.0","1.0","833.0","3001.0","1951.0"
15133303,"584 Dewey Blvd, San Francisco, CA","12/24/15","0.184","0.0","3.0","2.25","2282.0","3833.0","1923.0"
15133321,"365 Magellan Ave, San Francisco, CA","12/1/15","2.35","0.0","5.0","3.5","3094.0","3920.0","1926.0"
15133509,"120 Oshaughnessy Blvd, San Francisco, CA","11/30/15","0.99","0.0","3.0","1.0","1300.0","2639.0","1952.0"
15133540,"15 Teresita Blvd APT 14, San Francisco, CA","12/2/15","0.691","0.0","2.0","2.0","886.0","","1990.0"
15133658,"120 Ulloa St, San Francisco, CA","2/12/16","1.7","0.0","2.0","2.5","2063.0","3101.0","1937.0"
15133668,"815 Laguna Honda Blvd, San Francisco, CA","12/9/15","1.25","0.0","2.0","1.5","1791.0","3345.0","1935.0"
15133807,"644 Laguna Honda Blvd, San Francisco, CA","11/25/15","1.57","0.0","","2.5","1945.0","3685.0","1927.0"
15134099,"521 Magellan Ave, San Francisco, CA","11/20/15","1.51","0.0","2.0","1.0","1216.0","3920.0","1920.0"
15134204,"80 Edgehill Way, San Francisco, CA","11/20/15","2.38","0.0","4.0","4.0","3495.0","5314.0","1960.0"
15134371,"331 Teresita Blvd, San Francisco, CA","11/25/15","2.23","0.0","2.0","1.0","1645.0","3750.0","1931.0"
15134464,"634 Rockdale Dr, San Francisco, CA","11/20/15","1.01","0.0","","1.0","1150.0","3310.0","1930.0"
15134585,"132 Marietta Dr, San Francisco, CA","12/1/15","0.92","0.0","2.0","1.0","750.0","2613.0","1943.0"
15134804,"571 Myra Way, San Francisco, CA","11/20/15","1.12","0.0","3.0","1.5","1460.0","2169.0","1949.0"
15134909,"450 Teresita Blvd, San Francisco, CA","12/4/15","1.09","0.0","2.0","1.0","1464.0","3920.0","1939.0"
15134945,"27 Gaviota Way, San Francisco, CA","12/18/15","1.75","0.0","3.0","3.0","2155.0","2526.0","1942.0"
15135197,"280 Dalewood Way, San Francisco, CA","11/30/15","1.27","0.0","3.0","2.5","1941.0","3297.0","1966.0"
15135298,"251 Kensington Way, San Francisco, CA","1/6/16","1.6","0.0","3.0","1.25","2000.0","3070.0","1936.0"
15135411,"52 Marne Ave, San Francisco, CA","11/20/15","1.3","0.0","4.0","2.5","1648.0","3484.0","1926.0"
15135625,"15 Santa Clara Ave, San Francisco, CA","12/16/15","2.0","0.0","5.0","2.0","2515.0","2922.0","1921.0"
15136211,"656 Teresita Blvd, San Francisco, CA","11/18/15","1.23","0.0","3.0","2.0","1218.0","2191.0","1940.0"
15136326,"495 Los Palmos Dr, San Francisco, CA","12/10/15","1.1","0.0","3.0","1.0","1300.0","2774.0","1947.0"
15136476,"646 Los Palmos Dr, San Francisco, CA","12/23/15","1.36","0.0","5.0","3.0","2956.0","3027.0","1979.0"
15136743,"16 Miraloma Dr, San Francisco, CA","12/15/15","2.7","0.0","6.0","4.0","4883.0","10454.0","1928.0"
15137033,"71 Los Palmos Dr, San Francisco, CA","12/16/15","1.08","0.0","3.0","1.5","1278.0","2178.0","1955.0"
15137133,"82 Malta Dr, San Francisco, CA","12/30/15","1.7","0.0","","1.0","1881.0","","1976.0"
15137303,"22 Fernwood Dr, San Francisco, CA","11/30/15","1.75","0.0","4.0","2.5","2090.0","4103.0","1931.0"
15137378,"287 Brentwood Ave, San Francisco, CA","12/11/15","2.72","0.0","4.0","4.5","4544.0","6098.0","1927.0"
15137489,"1100 Monterey Blvd, San Francisco, CA","12/17/15","2.51","0.0","4.0","3.5","2562.0","4700.0","1930.0"
15137743,"814 Detroit St, San Francisco, CA","12/2/15","1.31","0.0","3.0","2.0","1510.0","2613.0","1941.0"
15137757,"147 Stillings Ave, San Francisco, CA","11/18/15","1.3","0.0","3.0","2.0","1700.0","2500.0","1942.0"
15137860,"430 Mangels Ave, San Francisco, CA","12/29/15","1.1","0.0","2.0","1.0","1200.0","2500.0","1931.0"
15137936,"618 Mangels Ave, San Francisco, CA","11/18/15","1.42","0.0","3.0","3.0","1600.0","3746.0","1912.0"
15138245,"154 Yerba Buena Ave, San Francisco, CA","11/10/15","2.05","0.0","2.0","1.5","1700.0","3963.0","1922.0"
15138251,"1635 Plymouth Ave, San Francisco, CA","11/17/15","1.8","0.0","4.0","3.0","2754.0","5301.0","1925.0"
15138329,"842 Monterey Blvd, San Francisco, CA","12/7/15","0.935","0.0","4.0","1.5","1368.0","5998.0","1925.0"
15138442,"587 Mangels Ave, San Francisco, CA","2/2/16","1.01","0.0","3.0","2.0","1190.0","1742.0","1936.0"
15138591,"231 Mangels Ave, San Francisco, CA","11/10/15","1.4","0.0","3.0","2.0","1354.0","2613.0","1957.0"
15139010,"2 Northwood Dr, San Francisco, CA","12/23/15","1.8","0.0","3.0","2.0","1960.0","5662.0","1924.0"
15139435,"322 Flood Ave, San Francisco, CA","12/24/15","0.85","0.0","2.0","1.5","827.0","2613.0","1924.0"
15139677,"107 Foerster St, San Francisco, CA","12/8/15","0.3965","0.0","4.0","2.0","1453.0","2250.0","1922.0"
15139810,"221 Flood Ave, San Francisco, CA","12/18/15","1.41","0.0","9.0","6.0","5000.0","2809.0","1900.0"
15139841,"179 Flood Ave, San Francisco, CA","12/29/15","1.54","0.0","4.0","4.0","1900.0","2809.0","1924.0"
15140158,"390 Capistrano Ave, San Francisco, CA","12/22/15","1.25","0.0","4.0","4.0","2314.0","3049.0","1924.0"
15140244,"1874 San Jose Ave, San Francisco, CA","11/20/15","0.975","0.0","3.0","2.0","1771.0","2178.0","1937.0"
15140288,"28 Raleigh Ave, San Francisco, CA","11/30/15","0.9","0.0","2.0","1.0","1000.0","2613.0","1926.0"
15140632,"154 Westwood Dr, San Francisco, CA","12/11/15","1.11","0.0","3.0","2.0","1200.0","4499.0","1925.0"
15140802,"528 Miramar Ave, San Francisco, CA","12/17/15","0.918","0.0","2.0","1.0","1328.0","3798.0","1919.0"
15140890,"54 Marston Ave, San Francisco, CA","1/3/16","1.65","0.0","5.0","5.0","2500.0","2813.0","1927.0"
15141355,"367 Delano Ave, San Francisco, CA","11/24/15","1.15","0.0","3.0","2.0","1696.0","2339.0","1926.0"
15141477,"135 Darien Way, San Francisco, CA","1/14/16","1.6","0.0","5.0","4.0","2956.0","3484.0","1927.0"
15141495,"280 San Leandro Way, San Francisco, CA","11/13/15","1.23","0.0","","1.0","1524.0","3998.0","1923.0"
15141526,"220 San Benito Way, San Francisco, CA","11/23/15","1.59","0.0","4.0","2.5","1941.0","3846.0","1922.0"
15141568,"306 Santa Ana Ave, San Francisco, CA","12/10/15","1.95","0.0","4.0","3.0","2663.0","4499.0","1925.0"
15141807,"61 Pinehurst Way, San Francisco, CA","11/10/15","1.45","0.0","5.0","3.0","2730.0","3097.0","1928.0"
15142024,"59 Manor Dr, San Francisco, CA","1/12/16","1.25","0.0","3.0","1.5","1575.0","3009.0","1930.0"
15142776,"35-37 Sanchez St, San Francisco, CA","12/17/15","1.3","0.0","2.0","3.0","2580.0","3125.0","1900.0"
15142782,"30 Belcher St, San Francisco, CA","11/20/15","2.9","0.0","3.0","2.0","1410.0","","1900.0"
15142858,"46 Sanchez St, San Francisco, CA","12/23/15","1.7","0.0","3.0","2.0","1515.0","","1906.0"
15143034,"66-70 Landers St, San Francisco, CA","12/28/15","1.65","1.0","","","3775.0","3123.0","1905.0"
15143292,"1839 15th St APT 356, San Francisco, CA","11/13/15","0.853","0.0","1.0","1.0","897.0","","1983.0"
15143562,"348 Church St APT 104, San Francisco, CA","12/24/15","1.32","0.0","2.0","2.0","1197.0","","1995.0"
15143661,"2253-2255 15TH St, San Francisco, CA","11/19/15","2.3","0.0","","2.0","2088.0","4312.0","1905.0"
15143800,"30 Abbey St, San Francisco, CA","12/8/15","1.18","0.0","3.0","2.0","1115.0","","1900.0"
15143887,"3065-3069 16TH St, San Francisco, CA","12/31/15","2.1","0.0","","4.0","5325.0","2896.0","1909.0"
15143913,"550 S Van Ness Ave APT 102, San Francisco, CA","11/30/15","0.397","0.0","1.0","1.0","718.0","","1992.0"
15143976,"648-652 S Van Ness Ave, San Francisco, CA","12/10/15","1.49","0.0","2.0","1.0","4275.0","3062.0","1911.0"
15144087,"29 Dorland St, San Francisco, CA","12/10/15","4.8","0.0","4.0","3.5","3455.0","2613.0","1907.0"
15144135,"3657-3661 17TH St, San Francisco, CA","11/30/15","1.38","0.0","","4.0","5720.0","2495.0","1907.0"
15144348,"4024-4026 18TH St, San Francisco, CA","11/24/15","1.6","0.0","2.0","","2148.0","2500.0","1900.0"
15144522,"155 Hancock St APT 1, San Francisco, CA","12/11/15","0.957","0.0","1.0","1.0","712.0","","1979.0"
15144527,"155 Hancock St APT 6, San Francisco, CA","12/11/15","0.957","0.0","1.0","1.0","712.0","","1979.0"
15144738,"3452-3456 19TH St, San Francisco, CA","12/14/15","0.0951","0.0","","3.0","3081.0","2125.0","1907.0"
15145020,"3928 20th St, San Francisco, CA","12/16/15","4.8","0.0","4.0","4.0","3500.0","2848.0","1913.0"
15145308,"4121-4123 20TH St, San Francisco, CA","11/25/15","2.07","0.0","4.0","2.0","2100.0","2848.0","1900.0"
15145355,"429 Liberty St, San Francisco, CA","11/17/15","2.65","0.0","2.0","2.0","1990.0","3049.0","1907.0"
15145720,"956 S Van Ness Ave, San Francisco, CA","11/23/15","2.67","0.0","4.0","4.0","3500.0","4165.0","1872.0"
15145732,"507 Capp St, San Francisco, CA","11/13/15","4.1","0.0","4.0","2.5","2262.0","4800.0","1900.0"
15146014,"62-64 Fair Oaks St, San Francisco, CA","12/18/15","1.02","0.0","","2.0","1816.0","2583.0","1900.0"
15146149,"849 Sanchez St, San Francisco, CA","11/13/15","4.1","0.0","3.0","3.5","2935.0","2212.0","1938.0"
15146224,"419 Hill St, San Francisco, CA","12/18/15","2.5","0.0","3.0","2.0","2000.0","2848.0","1908.0"
15146597,"3615 22nd St, San Francisco, CA","11/17/15","1.48","0.0","3.0","2.5","1519.0","","1911.0"
15146666,"979 Dolores St, San Francisco, CA","11/12/15","1.88","0.0","3.0","2.0","1405.0","","1907.0"
15146704,"62-64 San Jose Ave, San Francisco, CA","11/25/15","1.8","1.0","","","2720.0","1742.0","1922.0"
15146876,"934 Shotwell St, San Francisco, CA","12/18/15","0.6155","0.0","","1.0","1590.0","4896.0","1900.0"
15147178,"456 Elizabeth St, San Francisco, CA","11/10/15","2.25","0.0","2.0","2.0","1410.0","2905.0","1934.0"
15147213,"1059 Noe St, San Francisco, CA","12/23/15","2.5","0.0","3.0","2.5","2545.0","2269.0","1912.0"
15147285,"533 Elizabeth St, San Francisco, CA","12/18/15","1.88","0.0","4.0","3.0","1744.0","2850.0","1955.0"
15147343,"643 Natoma St, San Francisco, CA","12/17/15","0.875","0.0","2.0","1.0","875.0","","1910.0"
15147378,"180 7th St # 408, San Francisco, CA","12/31/15","0.55","0.0","1.0","1.0","470.0","","1992.0"
15147481,"469 Clementina St APT 12, San Francisco, CA","12/11/15","0.65","0.0","1.0","1.0","600.0","","1993.0"
15147528,"75 Folsom St APT 801, San Francisco, CA","12/9/15","1.55","0.0","2.0","2.0","1287.0","","1991.0"
15147628,"81 Lansing St APT 410, San Francisco, CA","12/29/15","0.778","0.0","1.0","1.0","855.0","","1995.0"
15147936,"271 Clara St # 2, San Francisco, CA","12/31/15","0.8","0.0","1.0","1.0","985.0","1685.0","1907.0"
15147987,"130A Langton St # A, San Francisco, CA","12/14/15","0.75","0.0","2.0","1.5","1000.0","","1906.0"
15147990,"134 Langton St, San Francisco, CA","11/25/15","0.765","0.0","2.0","1.5","1000.0","","1906.0"
15148102,"461 2nd St APT T354, San Francisco, CA","12/9/15","0.62","0.0","1.0","1.0","619.0","","1907.0"
15148103,"461 2nd St APT T355, San Francisco, CA","12/9/15","0.303","0.0","1.0","1.0","653.0","","1907.0"
15148222,"201 Harrison St APT 407, San Francisco, CA","12/29/15","0.525","1.0","","1.0","410.0","","1991.0"
15148444,"38 Bryant St APT 606, San Francisco, CA","12/21/15","0.65","0.0","1.0","1.0","582.0","","1994.0"
15148570,"403 Main St APT 313N, San Francisco, CA","11/23/15","0.81","0.0","1.0","1.0","811.0","","1997.0"
15148755,"39 Boardman Pl APT 101, San Francisco, CA","11/20/15","0.905","0.0","1.0","1.5","1255.0","","1996.0"
15148821,"354-358 Utah St, San Francisco, CA","12/10/15","1.04","0.0","5.0","3.0","4350.0","2500.0","1908.0"
15148902,"456 Kansas St, San Francisco, CA","12/22/15","1.75","0.0","6.0","2.0","2546.0","2500.0","1900.0"
15149005,"251-253 Missouri St, San Francisco, CA","12/23/15","1e-06","0.0","7.0","6.0","2904.0","2482.0","1900.0"
15149093,"548 Rhode Island St, San Francisco, CA","12/10/15","1.77","0.0","2.0","1.0","1025.0","2495.0","1938.0"
15149454,"362-364 Connecticut St, San Francisco, CA","11/25/15","1.8","0.0","4.0","3.5","1725.0","2495.0","1907.0"
15149547,"361 Texas St, San Francisco, CA","2/10/16","2.3","0.0","3.0","2.0","2080.0","2495.0","1906.0"
15149594,"730-732 Tennessee St, San Francisco, CA","12/22/15","2.9","0.0","","2.0","2270.0","2495.0","1900.0"
15149654,"1324 20th St, San Francisco, CA","12/11/15","1.32","0.0","2.0","1.0","1000.0","1646.0","1925.0"
15149977,"734 Vermont St, San Francisco, CA","12/16/15","0.2325","0.0","","2.0","2360.0","2495.0","1907.0"
15150032,"725 Hampshire St, San Francisco, CA","12/4/15","1.57","0.0","2.0","1.0","1740.0","2500.0","1900.0"
15150214,"2724 21st St, San Francisco, CA","12/3/15","0.55","0.0","2.0","1.0","1250.0","1698.0","1900.0"
15150325,"900-904 Kansas St, San Francisco, CA","12/11/15","1.58","0.0","","3.0","2795.0","2700.0","1913.0"
15150465,"825 Rhode Island St, San Francisco, CA","11/25/15","1.75","0.0","4.0","3.5","2882.0","2495.0","1910.0"
15150570,"817 Carolina St, San Francisco, CA","12/4/15","1.27","0.0","3.0","1.0","1644.0","2495.0","1907.0"
15150777,"540 Texas St, San Francisco, CA","12/17/15","2.16","0.0","2.0","4.0","1700.0","2700.0","1926.0"
15150841,"632 Mississippi St, San Francisco, CA","1/4/16","1.42","0.0","2.0","1.0","1100.0","2495.0","1922.0"
15151012,"961 San Bruno Ave, San Francisco, CA","12/31/15","0.98","0.0","2.0","2.0","1297.0","1920.0","1927.0"
15151054,"948 Hampshire St, San Francisco, CA","12/4/15","3.8","1.0","","1.0","1215.0","2495.0","1900.0"
15151294,"2874 23rd St, San Francisco, CA","11/17/15","0.5625","0.0","","1.0","1167.0","2596.0","1900.0"
15151407,"1052 Rhode Island St, San Francisco, CA","11/18/15","0.85","0.0","","1.0","1080.0","2495.0","1927.0"
15151414,"1088 Rhode Island St, San Francisco, CA","12/17/15","1.8","0.0","3.0","3.0","1550.0","2500.0","1912.0"
15151520,"1015 Rhode Island St, San Francisco, CA","11/30/15","2.0","0.0","4.0","4.0","2381.0","2613.0","1938.0"
15151740,"1129 Tennessee St, San Francisco, CA","11/24/15","0.64","0.0","2.0","2.0","3479.0","2500.0","1989.0"
15151938,"1248 Utah St, San Francisco, CA","12/15/15","2.5","0.0","4.0","4.0","2770.0","2247.0","1915.0"
15152040,"2250 24th St APT 223, San Francisco, CA","11/17/15","0.64","0.0","2.0","1.0","839.0","","1989.0"
15152257,"2107-2109 24TH St, San Francisco, CA","12/21/15","1.21","0.0","","2.0","1500.0","2500.0","1908.0"
15152280,"2127 24th St, San Francisco, CA","12/1/15","0.875","0.0","","1.0","1345.0","","1900.0"
15152307,"1315-1317 Kansas St, San Francisco, CA","12/15/15","1.14","0.0","","2.0","2520.0","1875.0","1924.0"
15152389,"1251-1253 Hampshire St, San Francisco, CA","12/11/15","0.68","0.0","","2.0","3020.0","2500.0","1925.0"
15153012,"118 Jerrold Ave, San Francisco, CA","11/24/15","0.8","0.0","3.0","2.0","1325.0","","1989.0"
15153517,"19 Rebecca Ln, San Francisco, CA","11/23/15","0.61","0.0","2.0","2.0","1210.0","871.0","1992.0"
15153559,"1314 Palou Ave, San Francisco, CA","11/17/15","0.78","0.0","4.0","3.0","1275.0","2613.0","1941.0"
15153617,"1087 Palou Ave, San Francisco, CA","2/11/16","0.43","0.0","3.0","2.0","1452.0","1873.0","1900.0"
15153741,"1371 Palou Ave, San Francisco, CA","11/16/15","0.003","0.0","2.0","1.0","1000.0","2495.0","1900.0"
15153753,"1311 Palou Ave, San Francisco, CA","1/11/16","0.875","1.0","","","2645.0","4996.0","1923.0"
15153811,"1386 Revere Ave, San Francisco, CA","11/23/15","0.65","0.0","","1.0","1255.0","2495.0","1954.0"
15153857,"1243 Quesada Ave, San Francisco, CA","1/4/16","0.61","0.0","2.0","1.0","1250.0","2613.0","1927.0"
15153995,"1480 Shafter Ave, San Francisco, CA","12/15/15","0.5","0.0","2.0","1.0","952.0","2613.0","1926.0"
15154015,"1401 Shafter Ave, San Francisco, CA","12/17/15","0.755","0.0","2.0","2.0","1412.0","2613.0","1929.0"
15154183,"1459-1461 Thomas Ave, San Francisco, CA","12/23/15","0.655","0.0","6.0","3.0","1950.0","2500.0","1900.0"
15154370,"1201 Egbert Ave, San Francisco, CA","12/11/15","0.41","0.0","","1.0","1157.0","2000.0","1925.0"
15154657,"884 Ingerson Ave, San Francisco, CA","2/4/16","0.85","0.0","5.0","3.0","1789.0","2613.0","1964.0"
15154660,"991 Hollister Ave, San Francisco, CA","11/25/15","0.525","0.0","3.0","1.0","1062.0","2500.0","1917.0"
15154832,"1027 Ingerson Ave, San Francisco, CA","11/13/15","0.375","0.0","3.0","2.0","1430.0","2500.0","1929.0"
15154997,"76 Jennings Ct, San Francisco, CA","11/18/15","0.575","0.0","3.0","2.0","1212.0","","1995.0"
15155000,"1 Jennings Ct, San Francisco, CA","1/14/16","0.74","0.0","3.0","2.0","1310.0","","1995.0"
15155751,"1546 Innes Ave, San Francisco, CA","11/10/15","0.665","0.0","2.0","2.0","1629.0","2500.0","1938.0"
15156203,"1448 Oakdale Ave, San Francisco, CA","12/4/15","0.86","0.0","3.0","2.0","2066.0","2500.0","1910.0"
15156278,"1783 Newcomb Ave, San Francisco, CA","12/17/15","0.68","0.0","2.0","1.0","1385.0","2500.0","1925.0"
15156378,"1740-1742 Palou Ave, San Francisco, CA","12/30/15","0.18","0.0","","2.0","3073.0","2495.0","1950.0"
15156497,"1455 Oakdale Ave, San Francisco, CA","1/12/16","0.935","0.0","5.0","3.0","1594.0","2495.0","1964.0"
15156520,"1497 Palou Ave, San Francisco, CA","11/20/15","0.905","0.0","4.0","3.0","1750.0","2500.0","1977.0"
15156770,"2179 Quesada Ave, San Francisco, CA","12/17/15","0.22","0.0","","1.0","","2495.0","1900.0"
15156830,"250 Bayview Cir, San Francisco, CA","12/8/15","0.765","0.0","2.0","2.0","1301.0","1845.0","1986.0"
