date,id,author,title,body,star_rating
2013-11-26,R2ZJTPQ23C1OJB,Suzanne J Kilcommons,The casual vacancy,Felt it a little slow to begin compared with the pace at end. Lots of characters to keep track of. But still thoroughly readable.,4.0
2013-11-26,RXBR1UEAFY8BG,Stephanie,Boring with unlikable characters....,I never could get into the book. It switches back and forth between so many different characters and nothing really exciting happens. None of the characters were very likable so I had a hard time caring what happened to them. Eventually I gave up finishing the book. I  expected better from J. K. Rowling.,2.0
2013-11-26,RW55NHV5TBNTS,WZ Kid,Not cut out for adult novels,"This is definitely the worst book I have read by this author. I bought the book and tried to read it only to get discouraged by falling asleep. I should tell you, I am someone who reads 2 books a month so this is odd for me. I then tried to listen to this book on tape. Awful! The narrator is fine, but dear god the language in this book is ultimately uncalled for. JK has an entire chapter dedicated to a teenage boy thinking about a porn he had watched... and detailed it. I think she was trying to be seductive but this book was a bore with disgusting, overly long, paragraphs of images even adults don't want to read about. I have read every other book she has written and wasn't as offended as this one. Stick to children's books my friend, you are just not cut out for adult novels.",1.0
2013-11-26,R20GGRP4GRZ14T,michael j king,dissapointing,difficult to follow charactures -- crudity -- boring -- I half paused half way thro it which shows how much it captured my attention,3.0
2013-11-26,R3BCARWJQM4EC3,Marie,Wonderful Book!!,"There were a lot of people who did not like this book and I can't understand why. It was an amazing story of a whole town and instead of learning about just one person you got to learn about all the different people who made the town and how it came together. Yes it was sad, but it looked at the town in a whole new perspective. In the beginning of the book J.K Rowling introduces a lot of different people, but that isn't any different from Agatha Christie, and Joyce Carol Oates. They both introduce a lot of people in their novels as well, and it does make it hard to get everyone straight at first. I will admit that I was going back and finding the initial introduction to make sure that I had the right person but afterwards I found this book to be wonderful.",4.0
2013-11-25,R3UBEEAJAL2OS4,Earthstone,disappointed,"not up to the quality of the Harry Potter books - the story line is totally disappointing.  Her grammar and use of language is great, as usual, but this book is a dud.",2.0
2013-11-25,ROXX4RRP4159Q,gram2-2,The Casual vacancy,"This is definitely not a Harry Potter story.This one's for the adults who were waiting so patiently for Rowling' s latest literary masterpiece. It's more like some other authors' work,actually.P.D.James or some other dark noir author. The story line is adult but about teens inter- actions and sad family life.Also about the adults in their small community who are considered hypocrites by the children,and by each other.It's a sad story all the way around with everyone's secrets being spilled by  other people.The culprits turn out to be their own family members.Petty jealousies,mental illness,deep-seated senseless cruelty all take center stage in this novel about the human condition.",5.0
2013-11-24,R2M2109NY8DZ0N,Amanda Jackson,Good and bad,"I was definitely hooked, and I didn't even realize it until I was half way through.  I did like it. A lot. Even though the characters were a bit difficult I was able to keep them organized in my mind after a short while.",3.0
2013-11-24,R1UZ12QTCB9878,Rosemary Amodeo,It's Complicated.,This book is very long and the prose is somewhat difficult to read in certain parts.  I would not recommend this book to anyone who wants an easy read.,3.0
2013-11-24,R1H07ZWX4NI14W,Gerry L,"Not about Harry Potter, but a good read and good description of village life in the U.K.",Perfect story - kept me interested until the final pages.  Recommend it for its descriptive passages and good story line,5.0
2013-11-23,RFX1DY0B8V591,Gregory Francis,How does the death of one person impact a community?,"As many others have stated, this is not Harry Potter or the world that he lives in. This is a world much closer to reality and can be very painful to read at times. That said, I really enjoyed it. For me, all of the characters felt real in their own way, although at times they could border on caricature. Each of the characters (and there are many of them) saw the world in a slightly different way and responded to the world in a different way. Some of the characters you learn to despise, others you want to root for, and some you just have to wonder what made them the way they are.",5.0
2013-11-22,R1CGJQY7O8ET5N,Andrew Greensfelder,Wonderful journey with magical children and the dark sides of grownups.,"Plenty of reviews so I'll be brief and cover perhaps some different angles. The heroes of this book are the children. The only praiseworthy adult dies in the first few pages the rest of the story allows us to appreciate him. While the book shows the many adults' dark sides, we suspect (hope) they have some redeeming features. Ms Rowling merely gives us the pleasure of living with their ids, as Freud would call their dark streams of consciousness.",5.0
2013-11-22,R35AL4W8EBFJ3J,Maggail,"Made Me Laugh, Made Me Cry","This was a wonderful book! The characters were well rounded and the story complex. The story had been told at a leisurely pace, but the end felt hurried and ""there now it's done!"" attitude.  Everything was tied up, but I was a  little disappointed by it's brevity. Will certainly look forward to her next adult book.",5.0
2013-11-22,R3MZK74RL9BBJ8,Beth61,Couldn't finish,"Ugh.  I couldn't even get past the first 80 pages because I was too disinterested.  It was really hard to figure out who the characters were and what their relationship was to each other.  Maybe if I had continued, I would have like it.  Loved the Harry Potter series but just got bored with this one.",2.0
2013-11-22,R3MF9K9MSG8DRL,Kenlah0406,Masterful writing,"J.K. Rowling is truly a master of capturing the nature of what it means to be human on the page.  Every nuance of emotion is all there.  Her characters are complex and they came fully to life for me when reading this book.  Yes people, it is no wonder the book is 500 pages!  She weaves this tale deftly, though there is a large cast of characters and not one thread is broken.  She is also a genius when it comes to WHAT to reveal and conceal and WHEN to reveal and conceal.  This truly makes her an expert storyteller.",5.0
2013-11-21,R1MX9DTBS38DYS,Lloyd Bever,Book Revies,Not as interesting a book as many of J.K. Rowling's past editions. J. K. Rowling's books such as the Harry Potter series were very creative and enjoyable reading,4.0
2013-11-20,R1HUEYK57G45N0,John Carter,Sadly terrible,Vacant pointless tedious. How could this be? I read every Harry Potter - twice - what happened JK? Her next one is quite a bit better.,2.0
2013-11-20,R31FBZE7C6FBLX,Donna R. Kleintjes,Disappointing,I was really disappointed in this book.  It could have done without the excessive foul language.  I hope Ms. Rowling doesn't continue in this vein.,2.0
2013-11-20,R1YQH0LS71ZQCS,Mollie Sue,Hard to put down,"Rowling's character development is superb and the woman does know how to work with words.  It's not the best book I've ever read, but it's a far cry from the worst.  This book is hard to put down because the characters are so despicable and you're anxious to find out what mess they're going to get into next.  I wondered if readers took potshots at the book just because it was Rowling.  .",4.0
2013-11-20,R1SHC79P7ILSJJ,Nancy R. Wilson,Good read.,This is a very good book.  She has a great depth of understanding of human nature.  Much enjoyed by me and my swimming pool group.,5.0
2013-11-20,R1ZAGCEPLESYR0,Sharon Fries,I Miss Harry,I was sad that this book was so negative.  Life can't always be an adventure or have a happy ending but this book is just depressing.,2.0
2013-11-20,R1ZKVNPRS9EV20,Ana Maria Chai Chong,Magnificent!,"One of the best books I have ever read. If you enjoy British literature this is a must read. In most novels, the hero is all good and the villain is all bad. Rowling exposes the reality that there are devils and angels in all of us and celebrates our humanity in this wonderful novel.",5.0
2013-11-20,RGJA9R69F0QR5,kaylee schubenski,Loved it!!,"Rowling, as always, delivers with her beautiful style of writing. This plot wouldn't work at all if it wasn't for the omniscient viewpoint, it makes it much more interesting. I give 5 stars, it had me hooked from the beginning. A juicy plot line with a shocking ending.",5.0
2013-11-19,RXMWGDBJJRPTT,Jo-Ann Harper,A Casual Vacancy,What a confusing mess of characters! We read it for our Book Club for November and the general consensus was that it stunk. It was hard to read and keep all the characters straight in your mind since quite a few had nicknames (more than one) and she used them differently in the same paragraph so at times you couldn't figure out about whom she was talking.,1.0
2013-11-19,RGDG8HO901TXX,cassy,meh..,did not enjoy. waited whole book for something to happen. i seem to have missed the point of the story. depressing,1.0
2013-11-19,RUX5HF8X2Z19G,Lauren,Good read!,"I initially heard very mixed reviews about this book, but being a Harry Potter fan, I had to see what J.K. Rowling's non-Harry work was like. She did not disappoint! Many of the characters are easy to relate to and the story captures the struggles of people of all different ages, which makes the book that much more interesting. I read this book over six months ago and I still find myself wondering what happened to some of the characters.",5.0
2013-11-19,R14TE0VQZA6L37,Vicki Mattingly,Causual Vacancy,I did not finish this book -- I was so disappointed --- was expecting more from J K Rowling.  Don't understand what happened with this one.,2.0
2013-11-18,R1OH2TSTA70WY1,xylon2,"very hard beginning, couldn't put it down by the end","I started this book months ago, and had to put it down and read lighter fun books in between, but after the 1/2 way mark of this book, I got really interested. In the end I could not put this book down. It was full of amazing connections that J K Rowling is so good at. It is sad, and I cried but I loved it. It made me think about the town and its characters and their lives. I only regret that I do not know anyone who has read this book and I have no one to talk to about it. I was a total fan of Harry Potter, and I was disappointed that this book was so different, but after putting my time into this book I ended up just glued to the pages. I was tempted to rate this with 5 stars, because I just loved the 2nd 1/2 so much, but the 1st half was so depressing and hard to read, that I could really only give it a 4 star rating. I look forward to more books from J K Rowling. I feel she is so very talented and has many more stories to tell. This book is not for everyone, but if you can make it through the first 1/2, you will not be disappointed by the end.",4.0
2013-11-18,R2UEMZ4C0734SV,Jim Klepper,disappointing,I was so disappointed in this book.  I enjoyed all of her harry potter books so much.  Too many characters with too many problems!!  The only good thing about the book was our book club had a good discussion!!!!!  Such unhappy people!,1.0
2013-11-18,R3J7Y959RAFFGW,Barbara Weissenberger,Disappointing,Disappointing novel from this great author. Too many characters not fully developed and none that were engaging enough to sustain my interest in a slow moving plot.,2.0
2013-11-18,R3HHB3LDUY9JN2,delwyn mudgway,poor,"rowling needs to stick to writing for teenagers.  This book is all about teenages angst.  Hasn't decided if she is writing for adults yet or still stuck in the Harry Potter age group.  All in all, quite pathetci",1.0
2013-11-17,RJ32JKDU0JP44,Toni van Rijen,Refreshing and interesting,"Her writing was refreshing and interesting and I kind of enjoyed the story even though it felt like I was reading a television series where not a lot was happening but I was slowly being drawn in to the characters lives and personalities. I was kept intrigued and absorbed although I was prepared to dislike this book. However I have to say that I actually enjoyed it. And yes, I would definitely recommend it.",4.0
2013-11-17,RA06QAO6SDE8D,Mags,A truly great read!,"Although The Casual Vacancy is a view of life through a jaundiced eye, it's brilliantly written and the characters are sharp and  the story, while confronting, is beautifully unfolded.  I haven't read any of the Harry Potter series and I imagine people who pick up 'The Casual Vacancy' thinking it might belong in the same genre  might be quite shocked as this is adult fiction, raw, gritty and in your face.  Can't wait to read more of her adult fiction.",5.0
2013-11-15,R37D0TIHOBQPZ7,Maggie,Not for me,A big let down after the Harry Potter Series.  It was very difficult to get started and I didn't care for the story line.  What else can I say.,1.0
2013-11-15,R9KNW7GXDSC7N,Colleen J. Nicholson,Not Harry Potter!,"I liked her Harry Potter stories but am very put off on her ""adult"" stories.  I will find other authors for that.",2.0
2013-11-15,R2YH0LWZG6GPAO,Alexis Clark,The casual vacancy,I think that the book was kind of confusing. Besides that I think that the book was a really good one. You never knew what was going to happen next. It also had some suspense to it as well.,2.0
2013-11-15,R36ZRZPKPE5XMY,Dolina,not worth your time,"I have read about two thirds of this book, but have decided that life is too short to spend any more time on it.  Rowling is a good writer, but I am tired of the unrelenting depiction of despicable, stupid and degenerate human beings.  The book is not entertaining, nor does it instruct or edify.",2.0
2013-11-14,RBFA2NOUOF7WX,Carol Sulli,A rare disappointment,"Let me start by saying I have loved every book written by J.K. Rowling until....  This book still has her wonderful way with words, but with so little point in this dirgy drama.  The story was oh so tiresome, populated with every form of loser.  The only character not a complete waste of plasma was dead by page 5.  As social commentary, I thought it was a failure.  Sorry Ms. Rowling.",2.0
2013-11-14,R2AQV8LNPZOBWD,Amazon Customer,Slogging through it,Too many characters with too many nicknames.  I am halfway through and don't know yet if there is a plot.,2.0
2013-11-14,R1M1Q79Y1XDCRH,DAE,"Well, You Ask for More Realism","Several people that I know were complaining about this book, so I had to read it to see what the hoopla was about. I read the book and listened to it on Playaway. I have never read Harry Potter, therefore I really didn't have any particular expectation about Rowling's writing style. I expected the writing to be decent and when it exceeded that expectation, I was glad. I enjoyed the layers that each character had, and the fact that I could clearly visualize each character as a full fledged individual and not a cardboard cutout.",4.0
2013-11-14,R1MI7TA3QZ1N79,Anita Colman,A Great Read!,"Could not put this down! Great plot, characters and writing-full of wit and irony. There were a few plot developments that seemed",5.0
2013-11-14,R1RVK2PBHIBVM9,Elizabeth Wyatt,"great characters, well drawn",A slice of life explored with understanding. Small town tensions and rivalries create tension and laughter. The pace is kept alive with movement and the intricate personal struggles of the characters' interaction.,4.0
2013-11-14,R2VHI376TE31GH,Annette,Synopsis on Contemporary Life,"Yes, it does have 30 characters and it is 500 pages long, but the complexity of the human situations are what make it so good.  Although it takes place in England, it could be a small town in any western country with a view of class conflict, child abuse, adoption, marraige, love relationships, and small town petty politics.  Well worth every page!",5.0
2013-11-14,R18V4QGJE2MH8U,Journalism Teach,Not for kids!,This is my first digital book. I have the hard copy as well. It was so much easier to pack the tablet for a trip than the book.,5.0
2013-11-14,R45A9TGP84SVS,E. Noller,Rowling should not have bothered!,"I read this for my book club and that was the only reason I managed to finish it. I felt the character development was poor, probably because there were so many characters in the book. It was poorly written, poorly edited and the plot really did not interest me at all. The only person in the town that I even remotely cared about did not fare well at the end. I almost felt as if this was a book the Rowling wrote years ago, before the Potter series, and decided to publish it based on her success.",1.0
2013-11-14,R1M2KX5QRXWAUX,Fayetta P. Weaver,captivating and disturbing,"Captivating and disturbing view of a community of flawed, believable characters.  Not only did I hate the ending, but I hated the book to end!",5.0
2013-11-13,R3Q0LSMNEUPP5Q,Clare Lonnon,Disappointment in reading a J.K. Rowling book,"I found this difficult to read and could not do so without a dictionary beside me, which slowed down the reading process. The story line left me cold regarding the destructive  attitudes of the characters, and the sexual approach to the younger ones. I know that I am naive regarding the youth of today. I have not read any Harry Potter Books but have seen the movies, and I find the violence in todays movies aimed at the youth is overwhelming. e.g. The hunger games.  It is no wonder we are going to hell in a hand basket.",3.0
2013-11-13,R1NHWYI28ONSTG,Ron Palmer,Great story. Small town at its worst or best,I enjoyed it. A good page turner. Small town shown at its worst. Great characters and vey believable. Rowling at her best,4.0
2013-11-13,R3I36O5CCJB1XH,A. W. France,I am glad Rowlings is now writing for adults too.,"JK Rowlings is an excellent author, perhaps inspiring.  Everything about this book worked.  The basic premises are unsual but  believable.  Her character development works gradually and seamlessly with moments of shrewd insights.  She makes nuanced observations of economic and social class that perhaps reflect personal learning from living in both poverty and great wealth.  I hope she keeps writing...I find I am waiting for her next book the way my kids and grandkids waited for the next Harry Potter book.",5.0
2013-11-12,R232G0ZI2N6PZ7,Stephanie O.,Can't I review less than 1 star?,I finished the book only because it was our book club selection and I was the moderator for this selection. It seemed this novel never really took off. I couldn't keep the characters straight because they were so unremarkable and poorly developed. None of them had redeemable traits. I wasn't attached to any of them. Even with a predictable tragedy in the end- or maybe because of it- I do NOT recommend you waste any time on this.,1.0
2013-11-12,R3V7PA2NHQ9TP4,Kristin,fantastic!,This was an amazing book! I loved all the Harry Potter books and this one didn't disappoint. It's not a very uplifting book but was extremely well written and totally draws you in. I liked how there was no main protagonist or antagonist. Everyone had their good/bad qualities which is what made them so real! I've recommended it to all my friends!,5.0
2013-11-12,R13DHN9VYPGX5X,C.,The Casual Vacancy by J.K. Rowling,I am half way through this novel by J.K. Rowling. It is terrific. I have to force myself to stop reading it at night and get some sleep.,5.0
2013-11-12,R1917J6PGZMHI1,Mike,Pretty Good Book. Recommend reading but don't think it is a clsssic.,"I generally enjoyed the book, although most of the time it seemed like I was reading a soap opera.  The characters, while reasonably well developed, were so obviously flawed that it was difficult for me to see them as real.  I think that the flaws in most people are more subtile but those flaws can still be very damaging to their relationships with their families and with society.",3.0
2013-11-12,R1O6L4E06QAQUR,Charles Bayne,Not Harry Potter,"Wow, Ms. Rowling has come a long way from Harry Potter.  Her new ""adult"" book has all the dirty talk of policemen and others, some sex, and a most interesting story, to salvage my review.  You can enjoy the book, but be prepared for a totally different kind of characters, plot, and esp. dialog. I don't remember all the details of the book, but my impression is of a very adult, strong language, type of book.  If language does not bother you, then go ahead and enjoy it.",3.0
2013-11-12,R1U6BVR48QEHXJ,Gillian Wells,Comment,"Very good story, but too many characters.  Reading on a Kindle, it's hard to flick back to see who is who!!!",4.0
2013-11-12,R3U6O07FHVL73G,1075,Not worth the time,"I had a hard time remembering who each character was - with the exception of the teen-aged boy, they all blended together as little people with big egos!",2.0
2013-11-11,R2XM68TJ5AY7PM,Mar,It's no Harry Potter,"This book is awful, it is crude and vulgar.  I stopped reading it and will not finish.  It is pure garbage.  DO NOT GIVE THIS BOOK TO YOUR CHILDREN!",1.0
2013-11-11,R3GOYXV9U23RZF,Lawrence Baxter,Fabulous post-Harry novel,"There was a good deal of controversy surrounding JK Rowling's first foray into ""non-Harry Potter"" fiction.  Partly, if I recall correctly, this was because residents in various towns who eagerly imagined that the novel's primary setting, Pagford, was modeled on them took offense at the characterizations and insinuations in the novel.  I thought Rowling captured, albeit in the novelists' traditional concentrated format, a wonderful range of characters, pride, hypocrisies and great tragicomic denouements, that were all entirely believable and well painted.  The book builds carefully, in Rowling's splendid facility with the English language, into a crescendo of disaster and comeuppances that kept me enthralled and amused to the last page.  I have no doubt that Rowling has proved herself as masterful in character and plot development outside the world of Hogwarts and in our equally jumbled ""real world.""",5.0
2013-11-11,R15E3JAUDBY6JN,J. J. Woodcock,A CASUAL 500 PAGES ENDS IN DESPERATION,"I would not recommend this to anyone except those that can take a chance on feeling disappointed after 500 pages of literary perambulation with a dismal conclusion. There was a lot of work devoted to this book and the author is very proud of it. She is definitely a wonderful writer, this just wasn't a good use of my time and will not sustain me in the way a good book does.",2.0
2013-11-10,RMXSP4YLCQHJ4,Kelly Mitchem,The Casual Vacancy,"This book was all around terrible, I only read it because J. K. wrote it and man was it a huge disappointment. I could barely finish it.",2.0
2013-11-10,R2ABGEC2XG8XQY,S. Armstrong,Disappointing,"The story, while not great, is generally interesting enough and it moves along reflecting numerous issues of our current society.  It seems Ms. Rowling is up on her current events.  What truly disappoints me is the excessive profanity.  Ms. Rowling is clearly a talented author as evidenced by her Harry Potter series but it seems she does not possess sufficient talent to convey vulgarity without being blatantly vulgar herself.  Too little is left to the imagination on this count. I wasn't expecting a children's book but the English language has too many offerings to limit oneself so often (throughout) to one or two four letter words.",3.0
2013-11-09,R2A7MOJTHXGYAP,Char,Great read!,"I loved this book.  Granted, there were lots of different characters introduced at the beginning but if one continues to read, this book unfolds beautifully.  The different personalities brought the story to life and one begins to feel as though they are part of the story.  The ending was unexpected.  I was sorry to finish this book.  I wanted to keep following these interesting lives and find out what happened next.  I hope to read many more books by Ms. Rowling.",5.0
2013-11-09,R4BVXKHMIRH6Q,sandy,NG,"Couldn't get into this book at all.  Didn't even finish it.  Very disappointed.  thought that since it was from JK, that it would be awesome.  It was not.",1.0
2013-11-09,R2L15GTLTN1Q5R,Amazon Customer,"True-to-life, sensitive account of life's subtleties","Anxious to read JK Rowling's first non-Harry book.  As a Brit familiar with small-town living, the themes were familiar and dealt with humorously and with pathos.  I read this as an e-book on holidays and have to admit to taking a trip into a bookshop to make sure my download hadn't been truncated, because I didn't think the book had an ending...  I still don't!",4.0
2013-11-09,R2FO7LY3U8KCRO,Dermgoddess,a disappointment after reading Harry Potter,"As an avid reader, I was excited to read her new book. Unfortunately, it is not well written and really was a waste of time. Wish I has stopped reading it, but as an optimist, I hoped it would get better. It did not!",2.0
2013-11-09,R2OUG7YMDHLOOQ,Mary Ellen F. Dennard,Get this book from Rowling.,"A great story of discord in a small town, and how they are all connected.  I little sad, with the coldness of some characters.  But it is a fun read because of Rowlings writing style and turn of a phrase.",5.0
2013-11-09,R1GXUSQ4ZZS3T5,Dr Jacques COULARDEAU,"Too dark to be somber, too sinister to be caustic",The authoress tried herself in the social drama with a good sprinkling of politics. But how can you be better than Ruth Rendell in that line?,3.0
2013-11-08,R3PYOUT2MGWCZ0,Barbara,Very uninteresting.,"Incredibly boring, with no purpose. It had uninteresting characters and nothing happening.  I wondered what the purpose of this book was.",1.0
2013-11-07,R2BJGL6SX44KTA,Ryan D.,love,this book was in excellent condition on receipt. every imperfection (which were minimal) was listed on the page before purchase. no surprises.,5.0
2013-11-06,R15HPSNU2YNNWD,Patricia Foreman,A slow start,"I was about to give up on this book it started out so slowly. It was very frustrating - but my persistence was rewarded. The authors insight into the children's lives showed real experience with teenagers angst, and the unique way they see the world. The adults turn out to be shallow, while the kids live and learn.",4.0
2013-11-06,RVISVQ7JPCPX1,phoenixfire,I did not enjoy this book,"I didn't like this book. Not because it wasn't Harry Potter--I didn't like this in it's own right! Too many points of view, too long, not enough likeable characters, and damn depressing.",1.0
2013-11-05,R1PFBR5XOXDDMJ,ron smith,"Too wordy, not enough action","Too ""verbose"" for my taste. I may have stopped reading too quickly, but after about 20-pages, I gave up and started something else.",2.0
2013-11-05,R1G2GAXKKCDLYS,Laura Schmink,A disappointing book,"Rowling tried too hard to convince the reader that she was beyond the ""children's"" category.  There wasn't enough substance to the story.  I didn't dislike it, but was disappointed by it.",3.0
2013-11-04,R1SKZTVFKHLN1B,Janine Bates,a monumental disappointment,"This was a monumental disappointment.  My initial eagerness to read the author's first 'adult' book was soon squelched by the random, unnecessary, and frequent insertion of sex in one form or another.  I also was turned off by the foul language.  I gave up in disgust - never finished it. Sorry I wasted the money.",1.0
2013-11-04,RLIFV1GE3NUE2,Carole Astin,A Good Interesting Read,Very well written.  I've read all the Potter books and enjoyed this one too.  Her characters were very real and quite interesting.,4.0
2013-11-04,R3T1ZUI39GDNDC,Shannon M.,Not Harry Potter...but So WONDERFUL!,"This is NOT the book for anyone looking for Harry Potter 2.0 (or well 8.0 I guess!)  However if you miss the sheer eloquence and amazing way Rowling can string together the English language, this is the book for you.  Beautifully written, and I look forward to more adult novels by J.K. Rowling!",5.0
2013-11-03,R2V83PGXADQ4QM,S. Garber,Slooow start but so worth it.,This book is 3 weeks late going back to the library because it takes a while to get going. There are a lot of characters and you are very thoroughly introduced to them all. It's hard to keep them straight and honestly quite boring. BUT get through those first 100 pages and you won't be able to put it down. I feel like I need to reread the beginning now that I know the characters.,5.0
2013-11-03,RMCISSWTWA2IH,Lesley BH,Hard Work,"JK Rowling brings life and death to a cast of the most unsympathetic and unpleasant characters to fill the pages of a book since Dickens, but unlike Dickens, without someone in its pages to care about, it becomes a bit of a slog to get through. Nevertheless, Rowling's turn of phrase, her descriptive prose and her depiction of contemporary life in a small town, persuade the reader to pursue it to the end hoping to find some redemption.",3.0
2013-11-03,R37D1CUW1KVBJF,Snoopy,Enviable lightness of writing,"I liked almost all the book very much. Almost  The book was definitely worth reading for me. I found the characters believable, the little town vividly described and the plot interestingly developing, but And I wouldn't tell more because of the possibility of spoilers.",4.0
2013-11-03,R3TY3WETTTFIPS,Kacey,Tragic,I am a big Harry Potter fan so I couldn't wait to read this book. I read the reviews before I bought it and I knew that it wouldn't be anything close or relevant to what Harry Potter was like. Just the first chapter was a struggle to get through. I did not enjoy reading it that much and don't even know if I will finish the book. I feel that others might enjoy though...,3.0
2013-11-02,R1BOVKUIHOHGUJ,Frash,Real Life Can be Hard,"The plot, a council election in a small English village, seems a bit thin. But the characters gradually grew on me, and even the plot finally got beyond the election. So I stayed with the book. There are several really good scenes, and there is a kind of resolution at the end, if in the midst of great sadness. Some of the characters seem to find something like ""salvation"". And a couple unpleasant and unredeemed characters at least get a good lesson, and hopefully will learn something. Still, the ending does not tie everything up neatly; it is more realistic than that. A good book and well worth reading if you can stay with it for at least a hundred pages. It is long.",4.0
2013-11-01,R3NG4BZKKV0Q1X,lynn aberdeen,Language over done,"Did not care for this style of writing , but understanding the area where it was staged. Would not recommend.",3.0
2013-11-01,R2BRMZ3G1Y917D,Chelsea Hasenpflug,Different...interesting,Very different than J.K. Rowling 's other books but it is interesting and the characters are very intricate. I appreciated a different writing style...but beware it's not what you expect!,3.0
2013-11-01,RBJGLRPWFH0Z4,Laura,Tries Too Hard,"This was a well done book overall, but it was pretty depressing, and it felt overly crass at times. I think Rowling may have been trying a bit too hard to set this apart from Harry Potter by including so much mature content.",3.0
2013-11-01,RGGFE9QV2RSGQ,roberta secci,Disappointing,"Disappointing, even though it is a quite well written novel. Good for people, like me, who want to improve their English. The language is very rich and elegant.",2.0
2013-11-01,R1ULCJYURDCBM3,Ricky Ronkonkoma,Not worth the paper its printed on,"I agree wholeheartedly with another reviewer who called it ""500 pages of relentless socialist manifesto masquerading as literature crammed down your throat.""  JK Rowling's attempt to parlay her Harry Potter fantasies into success in the Adult World of reality simply doesn't jell.  The book is chock full of tired socialist cliches, depressing selfishness and an overwhelming ignorance and despicable loathing which she wantonly attempts to portray as an indictment against the hard working and at times selfless middle class folk.  It is basically an insult to ones intelligence - JK Rowling should return to her fantasy World of Wizards and Magic Spells.",1.0
2013-11-01,R2L0GM142VTA68,MotherB,Redemption,There was nothing redeaming about trying to read this book.  Life is too short to be filling ones mind with the negativity that made up the bulk of this work.,1.0
2013-10-31,RNU4F1S7KKKW6,CAS,She should stick to Harry Potter,Only read enough to make me realize everyone had a deep dark secret and weren't really very nice people.  I had enough and am deleting it from my Kindle.  What a waste of $7.99,1.0
2013-10-31,R1OPEAP0XZDP2N,"David B. Van Vleck, Jr.",couldn't put it down,"I found The Casual Vacancy extraordinary. It's sort of like a modern day Dickens, in a way, in the sense that it's that good, in its own new modern way. I kept reading it, then glanced at the number of pages I'd read vs. the entire novel, and keep being amazed: ""I'm only about a fifth the way through??"" That was because it was so entrancing, and rich and full. Not to sound pedestrian but it's full of truth: about adults, teens, people posh and not, heroin addicts, families above all; about good people and bad people and all the so-human shades of grey in-between.",5.0
2013-10-30,RY5GXHWVSAVAX,Nancy Evans,A real diappointment!,"What a disaster. I hope the millions of kids for whom she made literature real and exciting, don't buy this book hoping for more of the same. It was disapointing and depressing, sometime disgusting. The characters were poorly developed in a sort of on going way, very difficult to deep track of who was who, what nickname was in effect now. The plot was similarly ongoing and unpredictable. Who was doing what to whom or why. I kept asking mywelf why I was wasting my time reading it, but continued to see what point whe was trying to explain or explore. I never found out!",1.0
2013-10-30,RCUM0C1VXBNR8,Steve,"Interesting, quirky and kind of creepy","Well, actually, the title of the review just about covers it. But I need more words to satisfy Amazon. Like.",3.0
2013-10-30,RJKIZUF1DWWGK,Joyce,Why this story?!!,"Our book club read this book, as many are fans of her work...but of the dozen women that started it, only three of us read the entire book - -no one liked it.  The story is well written, but there was not a single character to care about.  With J. K. Rowling's talent - -she could write any story - -so why this one?!!  Would not recommend it -- -nor will I buy another of her books.",2.0
2013-10-29,R13NPWQ4V82V7E,Lori Wheeler,Great Read!,I read this book more than 6 weeks ago and I still think of the characters.  The story resonates and sticks with you.,5.0
2013-10-29,RPGOX0XXORKFC,Susan O,Rowling's Casual Vacancy,The character studies are gradual but astute. The interplay of the Pagford politics is perfect depiction of small towns (British or American) with egos blurring purposes.  Probably lost minor subtleties as I'm American.,4.0
2013-10-29,R389NBSPBNDU9C,Winter,JK Rowling is the ultimate people watcher,"This book is a wryly observed character study of the haves & the have nots. It shines a stark light on the attitudes, expectations, foibles, vanities, aspirations, failings and flaws of all of its characters, both the middle class Pagforders & the low class Fielders. There are not many characters that come up smelling of roses and most are downright unlikable, but all seem to have some small redeeming trait that makes them human & not just caricatures.",5.0
2013-10-28,RAPJRMHW1R004,Louise L. Galvin,Mesmerizing,I could hardly put it down as i WANTED TO SEE WHAT WOULD HAPPEN NEXT.  When I finished the book I wanted the story to continue with the rest of the characters.  I told family and friends what I had read.  I immersed myself in the book.,5.0
2013-10-28,R2RPRVLA12THUT,zipporah,Just doesn't flow,I had to force myself to keep reading this one. It felt a bit disjointed throughout the book making it difficult to really connect with the characters.,3.0
2013-10-28,R36UOL8GWDU1U3,Jo Ruwet,Compelling and well written as the Harry Potter series,"Loved that J. K. Rowling chose to write an adult book, although many of us enjoy the Harry Potter books as much as the children did.  It was a fascinating read and I look forward to more from this author!",4.0
2013-10-27,R33K611DK28NP8,Louise Clemmer,The sins of our parents.,"I took me a while to connect and care about all the characters. But as the book progressed I became more enthralled with the sins of the parents and the sad affect they have on children. It was a good read, well done.",4.0
2013-10-27,R3ROOPP1MKIP5J,mary i pelletier,never read,I bought this as a gift for a friend. i'm waiting for her to finish it so I can read it.,5.0
2013-10-27,R2G4SYN7NHEPZU,A. Gurvin,can't get you out of my head,"J k Rowling reveals the inner life of her characters. As my daughter said, 'By the middle of the book, you hate every character.' By the end of the book you find compassion for most of them.",4.0
2013-10-27,R1L8YIGJDU81E1,Patricia B. Ware,Dullsville,"This very mediocre novel is so cluttered with minor, and undeveloped, characters, that it's difficult to figure out which ones to focus on.  Slow start, slower middle, but halfway decent ending.",2.0
